mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
WCL23,36029,982,0.24451172174401775,0.03489594102149729,10
WCL24,28800,853,0.2436543852295468,0.025714275346101934,10
WCL27,38573,1077,0.2277850160080268,0.0396741681921957,10
WCL28,31745,857,0.19035108091920208,0.022301856569472023,10
WCL29,39618,1076,0.23583263931775025,0.04731960044370438,10
