mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
WCL23,-0.743685864457452,0.024316194858191496,0.09054703715191226,982,0.2291823305586705,0.20094747519744827,0.005613151874763522
WCL24,-1.241958809714763,0.0011283238365812646,0.09600844156213895,853,-0.08111455287448985,0.658093584975738,0.02959258779310947
WCL27,-1.868423449666986,4.866050044698468e-10,0.12400741156973294,1077,-0.16594664919453092,0.31420662159085183,0.01384332686833567
WCL28,-1.143885090487169,0.002362535901624182,0.05514160745325003,857,-0.1922966719488131,0.32935666560681054,0.02171480922800262
WCL29,-1.2569291482237843,0.0002771639867822542,0.10862947229112663,1076,-0.14179028944388022,0.42115699065883483,0.016766540676141806
