peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(reward_seq_2)[T.01]_beta,C(reward_seq_2)[T.01]_se,C(reward_seq_2)[T.01]_tstat,C(reward_seq_2)[T.01]_pvalue,C(reward_seq_2)[T.10]_beta,C(reward_seq_2)[T.10]_se,C(reward_seq_2)[T.10]_tstat,C(reward_seq_2)[T.10]_pvalue,C(reward_seq_2)[T.11]_beta,C(reward_seq_2)[T.11]_se,C(reward_seq_2)[T.11]_tstat,C(reward_seq_2)[T.11]_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.046503311029679195,0.04560590238123652,4255,-0.11656480852774848,0.06940785753678419,-1.6794180466667257,0.09314410171986807,-0.2791934627632174,0.0961508550338359,-2.9037023400880626,0.0037067842100008287,0.9167652333050518,0.09610938955133767,9.538768663340157,2.3609417336235274e-21,0.4796860548747966,0.07608798649635362,6.30435995172227,3.1884878970027356e-10,-0.04809818568035692,0.024337836456351306,-1.9762720390786837,0.048188536505480564
-2.106,0.04502727608375778,0.044128478225954226,4255,-0.12180414417803309,0.06523630430202795,-1.8671220799711465,0.061953335716018215,-0.2626431058783278,0.09037199332313685,-2.906244470443549,0.0036768600542681114,0.842247017663219,0.09033302000037075,9.32380006402711,1.7580035187779775e-20,0.4485464984569311,0.0715149439409522,6.272066700175041,3.918065794483258e-10,-0.03542116864587402,0.022875083044856727,-1.548460767395473,0.12158585689766621
-2.052,0.04516297463430463,0.04426430449278396,4255,-0.10254284630013337,0.06017200245836861,-1.7041621038136467,0.08842390311792275,-0.2806351724802205,0.08335640503532356,-3.366689966551425,0.0007675180835252306,0.7398058639128618,0.08332045721610873,8.879042298028002,9.766084136998844e-19,0.4060058745394838,0.06596323057637246,6.155033205497853,8.199243663420284e-10,-0.026007685712307407,0.021099287703943655,-1.2326333512882677,0.21778076879669697
-1.998,0.047321491300054586,0.04642485270363117,4255,-0.08418323338791571,0.05453921369818781,-1.5435358832595873,0.12277525973866055,-0.2848021007463352,0.07555329059357128,-3.7695525702300596,0.00016576033583297215,0.6694743636676812,0.07552070790205295,8.86477871123719,1.1075105596208815e-18,0.3635654064131918,0.05978831652007402,6.0808771274087325,1.3003327998421308e-09,-0.019618736793179006,0.019124152661548776,-1.0258617540020294,0.305015136091155
-1.944,0.04665636073367707,0.045759096132014676,4255,-0.06923476672825965,0.05022547721688141,-1.3784790222956602,0.16812799582021568,-0.2910891527260553,0.06957746212417293,-4.183670169034863,2.9263086737459104e-05,0.5781316023738214,0.06954745653517462,8.312764135111442,1.244412782245015e-16,0.32046686673475805,0.05505940635360591,5.82038361758999,6.303752920768809e-09,-0.02234681294842666,0.017611542753626013,-1.268873105612835,0.2045558144800705
-1.89,0.04413119533786036,0.04323155410994306,4255,-0.039970059071644304,0.046914378362529104,-0.8519788701616627,0.3942738245359564,-0.31325406067714107,0.06499058972606145,-4.819991047896663,1.4857679705315762e-06,0.49238654201591586,0.06496256224611976,7.57954312439895,4.2315839780561313e-14,0.245102089965965,0.051429632234954684,4.765775668902777,1.9441285856332024e-06,-0.03133371225150364,0.016450507313721663,-1.904726198040569,0.05688311464946707
-1.836,0.03852399636806714,0.0376190777764136,4255,-0.030055365626597372,0.04438863887221553,-0.67709590539867,0.4983819588797903,-0.3047022410690059,0.06149167735208894,-4.955178557324795,7.507509485549331e-07,0.4144699427137761,0.061465158793620245,6.743168826837812,1.757839955369554e-11,0.19232143853835118,0.048660804049609284,3.9522864920662033,7.866543661037023e-05,-0.02661437246833539,0.015564857809066919,-1.7099014199045142,0.08735709583844864
-1.782,0.03516136317185292,0.03425327974895587,4255,-0.029715549877111513,0.04247971442080958,-0.6995232967610235,0.48426334225350576,-0.2929612830401513,0.058847240184432464,-4.978335128750043,6.667447815031682e-07,0.3720724008667965,0.05882186205121588,6.325410109303154,2.7862595792405004e-10,0.16411124016449774,0.04656815599741781,3.5241086242194704,0.00042938616929657635,-0.0131478104546317,0.014895494241963209,-0.8826703056010066,0.37746435189912386
-1.728,0.03294858506594012,0.032038419028355136,4255,-0.02152557955972392,0.04097990676522129,-0.5252715601098484,0.5994218258594572,-0.28927177765099754,0.056769553398110316,-5.095544360238468,3.628367214705487e-07,0.3531761660352432,0.05674507127653133,6.223909109464985,5.317658977256349e-10,0.1174553139948455,0.044924000008522015,2.6145337452712227,0.00896647748849561,-0.003824155734859274,0.014369587309619902,-0.2661284316981842,0.7901532084319138
-1.674,0.02945168615202176,0.028538228915458985,4255,-0.020023167002814556,0.04023089361418591,-0.49770624522628404,0.6187168553340394,-0.2788170784387072,0.05573194386138788,-5.002823499789621,5.877854091113142e-07,0.3267200738603921,0.05570790921352163,5.864877689236439,4.836016084419215e-09,0.07826901466860053,0.04410289841362885,1.7746909496636063,0.07602049653324029,0.012826797274026925,0.014106946158884274,0.9092540036348592,0.3632676230207037
-1.6199999999999999,0.02848185256356539,0.027567482542448785,4255,-0.0425585418509263,0.03931781858270094,-1.0824237809991628,0.2791256749027988,-0.2503672926409868,0.05446705904714622,-4.596673604577603,4.417497127129702e-06,0.322819648136676,0.05444356988646372,5.929435722343007,3.2810648725093308e-09,0.08766843524405514,0.04310194487419757,2.0339786406375535,0.04201572981279887,0.02535059085199595,0.013786776777818423,1.8387612464127636,0.06602004151881034
-1.566,0.02562931551923031,0.0247122607573661,4255,-0.04212222998393387,0.03877056714869459,-1.0864486408564733,0.27734216711901155,-0.22654383562879682,0.05370895045302462,-4.217990366930341,2.5162383202055127e-05,0.3051123910907407,0.053685788230034254,5.68329908435706,1.409656888741525e-08,0.07461474826919524,0.04250202346474162,1.7555575520091027,0.0792360193771835,0.03278477519148927,0.0135948832894725,2.411552529978458,0.015926899418080606
-1.512,0.02033832338188224,0.019416288862712294,4255,-0.05146314063808965,0.03815996256819042,-1.3486161194767148,0.17753215794818983,-0.1846749963732893,0.0528630786081555,-3.4934589743094984,0.0004816674080231805,0.26842238694209336,0.05284028117114823,5.0798818816402695,3.9386767578164047e-07,0.06774293828138611,0.04183265151284999,1.6193794997808615,0.10543983052621511,0.03937690374784227,0.013380775046584671,2.942796931474675,0.003270209588949771
-1.458,0.01536385815372976,0.014437141784933272,4255,-0.04761466506300547,0.03781247826063048,-1.2592315355479042,0.2080158683881127,-0.13836759194988574,0.052381707845990395,-2.641525021610711,0.008283597298679743,0.2259915611211656,0.05235911800225837,4.316183498572648,1.6236266452244243e-05,0.057873467461007674,0.04145172372974844,1.3961655210848067,0.1627375755138061,0.049313900487868254,0.013258929818267973,3.7192971954587337,0.0002023555270342672
-1.404,0.00954622176025699,0.008614029968972536,4255,-0.023715544915029706,0.0377802861801951,-0.627722744129495,0.5302193081603543,-0.11650681029668741,0.052337112087397226,-2.226084047246127,0.026060792273717666,0.14922073539988503,0.05231454147578379,2.8523758631996947,0.004360329035040784,0.02058468677731636,0.04141643333657993,0.49701737013494823,0.6192025110103523,0.04931440634671039,0.013247641678615907,3.7225045440587943,0.00019980976855627947
