mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
WCL23,-1.1173024854303117,0.014579475662760395,0.20112179901211102,550,0.45812794702833587,0.07896289217157296,0.00836849752844282
WCL24,-1.3691246544323703,0.0021611178907574714,0.10315302975128227,935,-0.05396242820246598,0.8009534415316168,0.022036448012715648
WCL27,-1.459120216672558,2.661333017627036e-08,0.15599231671848013,1304,0.09456473577140437,0.5229112172909149,0.011334105716217069
WCL28,0.3330850951467331,0.7837657862883923,0.0009944966468647953,1113,0.18356633270940434,0.36226044574417027,0.006640708194354694
WCL29,-0.39227564411356086,0.30001972124112386,0.09222576875224331,1037,0.27070439896300647,0.15439031598391925,0.00403206978986681
