mouse,n_trials,r2_signed,r2_unsigned,delta_r2
WCL23,550,0.05362387905147077,0.019350128730424854,0.03427375032104592
WCL24,935,0.02781878399703064,0.04145711791627908,-0.013638333919248444
WCL27,1304,0.052432860695158845,0.09184430717383829,-0.039411446478679446
WCL28,1113,-0.01753427633935445,-0.01784415969574149,0.0003098833563870418
WCL29,1037,0.04352337116454139,0.017852644750749193,0.0256707264137922
