mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
WCL23,20572,550,0.28958119405446053,0.046142590036927035,10
WCL24,31666,935,0.23971758873187712,0.06859302624346066,10
WCL27,46865,1304,0.33387546763285797,0.03406496436549245,10
WCL28,37825,997,0.1191039885320763,0.028796736576391244,10
WCL29,39492,1037,0.22994200206676937,0.0383825720779531,10
