peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue,Port:Reward_beta,Port:Reward_se,Port:Reward_tstat,Port:Reward_pvalue
-2.16,0.0060212432583521824,0.0058283250808127685,15461,0.290627105943919,0.012728914927975147,22.83204087609929,1.649934639402942e-113,0.1066238017029116,0.012734010005456984,8.373152028090086,6.086111664881541e-17,-0.057052432244977545,0.012729353566777209,-4.481958329280814,7.449256292925673e-06,0.011180286315647794,0.012744696435998544,0.8772501072734904,0.3803644395165644
-2.106,0.007016984430369466,0.006824259513069197,15461,0.2744148084916539,0.011894521238116768,23.070689689659286,8.179858971140383e-116,0.10438320327359626,0.011899282327939466,8.772226794594573,1.9318876439578577e-18,-0.06186665850677862,0.011894931123686472,-5.201094303403156,2.0064742865723356e-07,0.01615089015769548,0.011909268251779436,1.3561614211924629,0.17506762355087818
-2.052,0.0070936777448450394,0.0069009677127064295,15461,0.26060942328694353,0.011043995432784335,23.597386006998782,5.591017681255679e-121,0.09945223849605472,0.011048416077651356,9.001492865319028,2.481673583438411e-19,-0.05348822240632554,0.011044376009208486,-4.843028013690279,1.2911327748229072e-06,0.017638695362720266,0.011057687951236933,1.5951522090788581,0.11069864728770307
-1.998,0.006872849608133724,0.006680096716163986,15461,0.2383150079148346,0.010133128249027071,23.518404391824046,3.380255949665257e-120,0.08848656503567125,0.01013718429574074,8.72890957234051,2.830585589371538e-18,-0.04987189640887378,0.0101334774369399,-4.9214987371535575,8.676875341232093e-07,0.01796797374840227,0.010145691460083865,1.7709954830672274,0.07658115587731262
-1.944,0.007508587893665708,0.007315958390119115,15461,0.2100043272034595,0.009366660059153929,22.42040662063151,1.3813391624550109e-109,0.08111886570449715,0.00937040930714698,8.656918075353051,5.319026342402133e-18,-0.056353916717296934,0.009366982834549231,-6.016229314464081,1.825547389115404e-09,0.013338181908607197,0.00937827299094838,1.4222428715266444,0.15497593546970032
-1.89,0.007575153176011207,0.007382536591908684,15461,0.18399363125906418,0.008798803251769197,20.911210990206893,8.934467432865763e-96,0.07620832837078267,0.008802325200385309,8.657749700891165,5.280560041950489e-18,-0.053615173614287144,0.008799106458801356,-6.093252066595724,1.1326432562299064e-09,0.012684897782360104,0.00880971214580296,1.4398765331286474,0.14992258558165386
-1.836,0.006440596545995825,0.006247759759403171,15461,0.16501450341064722,0.008359177730269679,19.74051859348654,1.0971497541796028e-85,0.06343471684859321,0.008362523707398222,7.585594859656219,3.4976997604964955e-14,-0.05226587249823811,0.008359465787792774,-6.252298152181127,4.1507837671168363e-10,0.005648823644466865,0.008369541569698704,0.674926290457533,0.4997326913935416
-1.782,0.005589636837788681,0.005396634891130958,15461,0.1412376499928654,0.008023079983869107,17.603918978351498,1.0751228716938826e-68,0.05682562883147248,0.008026291429180201,7.079935899770412,1.5043079589416767e-12,-0.046388886786240646,0.008023356459453464,-5.78173075329132,7.536283998567408e-09,0.006185826623881568,0.008033027124049885,0.7700492639147167,0.4412824387030072
-1.728,0.004526744478107636,0.004333536238050217,15461,0.11630775603403949,0.0077220306923359815,15.061809602683072,6.633073420957334e-51,0.052489187796103676,0.007725121634880354,6.7946098814943285,1.1257370777068535e-11,-0.036184367064678105,0.007722296793752444,-4.685700126671158,2.8138258937295222e-06,0.002712491170973737,0.007731604586891612,0.35083159523866153,0.7257194735364441
-1.674,0.004817235780214424,0.00462408392069058,15461,0.09012365304228147,0.007553748713098825,11.930983736062016,1.135420911430218e-32,0.055468592121825394,0.007556772296427753,7.340249242132991,2.2380685786855026e-13,-0.031962885143833775,0.007554009015513078,-4.231247947704867,2.3373799152352794e-05,0.006803730277652061,0.007563113969021817,0.899593779165545,0.3683504831254867
