mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
WCL23,-1.3842901039373514,6.733210895962287e-05,0.16538453005872533,1053,-0.20720815705529982,0.25312217666807735,0.002337000154773672
WCL24,-1.4914440490908154,0.0006350339232824248,0.1027250039362646,974,0.07852668926326167,0.6786271312950594,0.03280295014792889
WCL27,-1.2282009999012578,1.3175644395426916e-05,0.13767538299354087,1145,0.13889961471975026,0.3883387300156037,0.004438713528063576
WCL28,-1.4274304184228062,0.00013084227109463659,0.04318459521286777,1109,-0.06606866639169609,0.7187132140064797,0.017022099520409006
WCL29,-1.5285510714526271,0.00026812162612538956,0.1347319593538564,956,0.10923346092209159,0.6196750422594274,0.00400599961700121
