mouse,n_trials,r2_signed,r2_unsigned,delta_r2
WCL23,1053,0.08642972832248108,0.06121320821119618,0.025216520111284904
WCL24,974,0.015220635810155314,0.034465302043237965,-0.01924466623308265
WCL27,1145,0.07460357719939074,0.05024501955139902,0.024358557647991726
WCL28,1109,-0.004876051652046432,0.032666469294725366,-0.037542520946771796
WCL29,956,0.07265851402663967,0.04088397289182917,0.0317745411348105
