mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
WCL30,31208,844,0.3479731158336566,0.05493285909998794,10
WCL31,38256,1018,0.1970545411567885,0.04121358439307618,10
WCL32,25816,705,0.25621089184521845,0.041026746339909305,10
WCL33,43075,1127,0.2955625651587259,0.0387002352473166,10
