mouse,n_trials,peak_r2,peak_time_s
WCL30,844,0.5120951318043978,0.8099999999999999
WCL31,1018,0.23838939674001203,3.024
WCL32,709,0.21892460707516093,0.864
WCL33,1127,0.4676655164353073,0.918
