mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
WCL30,29460,796,0.2993753348516031,0.05406132647852307,10
WCL31,36169,960,0.3043407561370436,0.03630360863035578,10
WCL32,30778,840,0.2965156049697247,0.039405864917783286,10
WCL33,39700,1042,0.2153289178280627,0.04645574417860626,10
