mouse,n_trials,r2_signed,r2_unsigned,delta_r2
WCL30,796,0.1900919411400598,0.0063407846208686,0.18375115651919122
WCL31,960,0.021525825967403756,0.06325889957458057,-0.04173307360717682
WCL32,840,0.11710751978042888,0.023066796911535105,0.09404072286889378
WCL33,1042,0.1735492600845033,0.02669049624153976,0.14685876384296354
