mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
WCL23,176102,4680,0.18177356100719405,0.015339301807711075,10
WCL24,175424,4990,0.21726419616521442,0.011231674458537878,10
WCL27,136163,3706,0.2816619019194203,0.017991591035505846,10
WCL28,90424,2399,0.17030027256329922,0.021210179738903198,10
WCL29,127426,3351,0.1536845001396594,0.023465686649266543,10
