mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
WCL23,-1.6645509637592728,1.4341871432511076e-19,0.06082598336778733,4680,-0.14486940863063794,0.10378412512197721,0.010683155098662023
WCL24,-1.3899314402006184,1.0973804693211933e-14,0.05648751194014323,4991,0.061740205456389696,0.459995977003257,0.007950467581863907
WCL27,-1.8320898639095127,7.9667118457007375e-28,0.08895247946902463,3706,-0.11640991307341796,0.19102499255285946,0.0011685407236570189
WCL28,-0.8740159013295311,0.00033327229019499446,0.03675673410071967,2399,0.0831822213436034,0.4921819425771218,0.026458807021701336
WCL29,-1.6524946857506966,8.213662388807079e-16,0.07937987410006797,3351,-0.10222689724941264,0.3181565956521518,0.001206388742656106
