mouse,n_trials,beta_rpe,se_rpe,t_rpe,p_rpe,r2_rpe,r2_outcome_only,r2_outcome_plus_value,r2_outcome_x_value,interaction_coef,interaction_p
WCL23,727,-0.9081373559092888,0.149343085496353,-6.080879827084233,1.932831428088774e-09,0.04852783567523178,0.07143861002358143,0.07814302204612866,0.07965045498866385,-0.3996791106176843,0.27686608942668983
WCL24,726,-1.1123498022199878,0.1902838686577945,-5.8457388430568,7.627886953768326e-09,0.04507240145414648,0.03182023161724179,0.04919618910111412,0.05952913669739501,-1.3397327413296876,0.004987703391647716
WCL27,939,-0.7733316320289746,0.13343396460673412,-5.795613090776336,9.29421498155413e-09,0.03460695161502603,0.07042474675220056,0.07127972212165501,0.09257825027522992,-1.5629933648883703,3.2202060226139466e-06
WCL28,950,-0.8191392260569208,0.12808871658953846,-6.395092775282154,2.515576478074389e-10,0.041356382771179145,0.023622960765527168,0.042293305454140895,0.06283334128854268,-1.525150273996366,5.966631500069539e-06
WCL29,913,-0.9668082664020918,0.1392876795119887,-6.941089619623372,7.385737456419168e-12,0.05022914275151025,0.10061349451368673,0.10149208617534622,0.10847939503018111,-0.9627763164885662,0.007740154979196071
