mouse,n_trials,r2_signed,r2_unsigned,delta_r2
WCL23,727,0.036303846270993034,-0.002027451150684212,0.03833129742167725
WCL24,726,0.03214787060140541,0.008917427355577323,0.023230443245828084
WCL27,939,0.027999647054299203,0.04536351462156021,-0.017363867567261004
WCL28,950,0.047772591309371414,0.030421814134743076,0.017350777174628337
WCL29,913,0.04141422107096717,0.026489037828196737,0.014925183242770434
