peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(word_l1)[T.R]_beta,C(word_l1)[T.R]_se,C(word_l1)[T.R]_tstat,C(word_l1)[T.R]_pvalue,C(word_l1)[T.l]_beta,C(word_l1)[T.l]_se,C(word_l1)[T.l]_tstat,C(word_l1)[T.l]_pvalue,C(word_l1)[T.r]_beta,C(word_l1)[T.r]_se,C(word_l1)[T.r]_tstat,C(word_l1)[T.r]_pvalue
-2.16,0.0035032441442841566,0.003394665701413113,27537,0.20162550823460856,0.013235659806445027,15.23350638979314,3.460612633098355e-52,-0.08025413122639363,0.018436470412034694,-4.353009520412676,1.3476511092577678e-05,-0.16252100649078421,0.021611835802752926,-7.520000058027565,5.6445286105475144e-14,-0.18162130261125303,0.020917933800154685,-8.6825641741877,4.0795232016756855e-18
-2.106,0.0027887987279825444,0.0026801424390268114,27537,0.18742274822261695,0.013166216159226859,14.235126171103568,8.067249933740872e-46,-0.09173151929275722,0.018339739628230618,-5.001789619278652,5.714963928276989e-07,-0.1439388455475662,0.02149844480274456,-6.695314329397004,2.1934361657724976e-11,-0.16255243271270636,0.020808183501598083,-7.8119472898834355,5.830903755545147e-15
-2.052,0.0026434344800390086,0.002534762352172093,27537,0.173744262340647,0.012824903962059337,13.547412351363004,1.1165549532466948e-41,-0.0917603964025154,0.01786431246280276,-5.136519896502021,2.817791351532525e-07,-0.11928615176766307,0.02094113347331092,-5.696260516160265,1.2371104592418134e-08,-0.16271186095238693,0.020268766045276113,-8.027714197742636,1.0323549780175073e-15
-1.998,0.003886738943898904,0.0037782022866814646,27537,0.17372911117159914,0.01171653431979729,14.827687644634908,1.5072456667156835e-49,-0.11390030639699804,0.016320420853771587,-6.9790054691313985,3.040084080074768e-12,-0.10849402641823634,0.01913133305024027,-5.671012371867823,1.4337716443016267e-08,-0.18368212284340585,0.018517073787996358,-9.919608516248246,3.741179416712618e-23
-1.944,0.004022159228572297,0.003913637326770303,27537,0.1684951313230824,0.01143363211528371,14.736798387788726,5.750558464724143e-49,-0.12787090409889354,0.015926355261327584,-8.028886835733847,1.0225594709259098e-15,-0.10565971307419002,0.018669396427389996,-5.659514140434446,1.533097323917158e-08,-0.17518810046413572,0.018069968794934256,-9.694986330759356,3.43650184443129e-22
-1.89,0.0029888236442632277,0.0028801891500538357,27537,0.15051953809962865,0.011158309519370416,13.489457147458783,2.4418572592670234e-41,-0.11300655490849698,0.015542847603413295,-7.2706467818471125,3.673016195544007e-13,-0.0865515227911149,0.018219836161964594,-4.750400718300548,2.040365252052827e-06,-0.1435074157192105,0.017634842785409853,-8.137720163739766,4.1962671288545684e-16
-1.836,0.0035202063873301936,0.0034116297926678474,27537,0.14273252221241509,0.01101463635477595,12.958441623951227,2.724405606847946e-38,-0.11441527046726448,0.015342719609283417,-7.457300490457718,9.091574006897312e-14,-0.078534856844895,0.017985239557950523,-4.366628344974033,1.266392195292212e-05,-0.1589407629072539,0.017407778491691575,-9.13044493202355,7.276196501979221e-20
-1.782,0.0029321875872297953,0.0028235469219467513,27537,0.11753509267634242,0.010916179487633026,10.767053877182791,5.5740742708029305e-27,-0.11467560965741595,0.015205575171870616,-7.5416818082329975,4.782488189502659e-14,-0.06878108520591103,0.017824474346584924,-3.8588002018185255,0.00011420479330142582,-0.1340576080687207,0.01725217504923505,-7.770475762397548,8.090765475297473e-15
-1.728,0.002959523403900599,0.002850885717132434,27537,0.09273976819351888,0.010773987499109527,8.60774789289331,7.841583781247185e-18,-0.10929473760838039,0.015007510366067331,-7.282669472979396,3.360548625209179e-13,-0.06191884735324621,0.017592296279652406,-3.5196569207888317,0.0004328026879196276,-0.136397252409872,0.017027451639420713,-8.01043252380145,1.1879039740170489e-15
-1.674,0.0017107347629476966,0.0016019610079732738,27537,0.0539683053533376,0.010617726257102413,5.082849571228784,3.7424588207917635e-07,-0.08779389378085388,0.014789847944477356,-5.936091710370613,2.9538993068434543e-09,-0.04003621392341667,0.017337145244193827,-2.309273721798271,0.02093576112269365,-0.09406210746866506,0.016780492865650847,-5.605443667343484,2.097092922704803e-08
-1.6199999999999999,0.0008751616596871514,0.0007662968605363085,27537,0.02615215171740412,0.01053197552994616,2.483119301126767,0.013029653979378783,-0.06368705955661466,0.01467040238852125,-4.3411937771009015,1.4221596277087918e-05,-0.030921024103903735,0.017197127242645827,-1.7980342686088335,0.07218252820169827,-0.06544073133551923,0.01664497049198753,-3.9315618713184715,8.460222925631069e-05
-1.566,0.0006897799029113028,0.0005808949045350564,27537,0.01011310030220594,0.010515200818458588,0.9617600725659189,0.33617858489308805,-0.05860248978952852,0.014647036234016397,-4.000979369015939,6.324574554543447e-05,-0.010244581337903885,0.017169736669330287,-0.5966650237684442,0.5507359546156265,-0.0422529332172209,0.016618459361485153,-2.542530104514144,0.01101073946029261
-1.512,0.00021098385815399023,0.00010204669008562206,27537,-0.016733203963112127,0.01049529593085781,-1.5943527532095492,0.11086852648121884,-0.03508916493563768,0.014619309934257021,-2.400192970354518,0.016393027786775094,-0.01531997264713154,0.017137234990623588,-0.8939582526302324,0.37135204220686624,-0.015585676171307348,0.016587001230404307,-0.9396319415916176,0.3474146292310616
-1.458,0.00026505253441122534,0.00015612125767427987,27537,-0.01890738928682681,0.01041866021934439,-1.814762060453929,0.0695713599609226,-0.03701135874054055,0.014512561041607605,-2.550298230231642,0.010768446163988848,-0.009178035450721853,0.017012100434577602,-0.5395004271234622,0.58954596507489,-0.008101187813002717,0.01646588443202718,-0.49199834035306333,0.622724439341775
-1.404,0.0006219899759818404,0.0005130936360838723,27536,-0.02744553678073901,0.010450547522686222,-2.6262295560265896,0.008638434594394857,-0.05810711427584202,0.014556978118897666,-3.991701698061095,6.577083827766393e-05,-0.015175631570938946,0.01706524255429528,-0.8892713667945654,0.3738650256507047,-0.01914992183039242,0.016516279841860652,-1.159457336261449,0.24627987253681324
-1.35,0.0003802934117591583,0.00027137073560912217,27536,-0.04139090954361006,0.010393379213137661,-3.98243041986674,6.838929909652569e-05,-0.03138521902124533,0.01447734613508187,-2.167884826984407,0.030175989738478834,0.020355399540105384,0.016971889448465432,1.199359658917993,0.2303984481769482,-0.01046941691445993,0.01642592976244707,-0.637371343106257,0.523888290089408
-1.296,0.0004459798943097226,0.0003370643756290814,27536,-0.07034766709314162,0.010394300391800749,-6.767907838091094,1.3327786490313543e-11,0.01931352996198735,0.014478629281023558,1.3339335918560098,0.1822366553455585,0.041283370974547984,0.016973393689012378,2.4322402302653545,0.015012079903146252,0.05266678358501559,0.016427385613879818,3.206035629949321,0.0013473093686853061
-1.242,0.0007197211775678003,0.0006108354868636923,27536,-0.06436366851060328,0.010421882854924649,-6.17581961019544,6.674119477402886e-10,-0.0027497314811730155,0.014517049977287394,-0.18941392951564537,0.8497698041769715,0.04505634762911101,0.017018434527536146,2.6475024806899246,0.008113494773765762,0.05538223065452336,0.016470977557621825,3.362413096658955,0.0007736962737190273
-1.188,0.0003473752164908639,0.0002384489534388301,27536,-0.055551047378473904,0.01046029043031417,-5.310660134013645,1.1007565549341887e-07,-0.001617455799415764,0.014570549397612645,-0.11100856634004348,0.9116103629332541,0.02702450754009996,0.01708115225486304,1.582124386977818,0.11363266396658117,0.04125527171541632,0.016531677751731623,2.4955284233685844,0.012582774461907698
-1.134,0.0019226062527126775,0.0018138516333155996,27536,-0.08746128137291631,0.010474560638121938,-8.349875894040162,7.150298366667077e-17,0.05719681589176268,0.014590426930570497,3.9201605384090183,8.870412056102035e-05,0.08030663441019767,0.017104454819346967,4.695071269933859,2.677970784541687e-06,0.11503515710957905,0.016554230708410972,6.9489883967324015,3.761050068308734e-12
-1.08,0.001267308658672861,0.0011584826353536748,27536,-0.08290148654270865,0.010548731630865473,-7.8589056432282165,4.015871654406884e-15,0.05557098458035059,0.014693742619636617,3.7819489573803957,0.00015593409771918096,0.06083468417292555,0.017225572490829115,3.5316494824955105,0.0004136513953345662,0.09418682113854898,0.016671452209929577,5.649587087707391,1.624201274714909e-08
-1.026,0.002047433087177586,0.0019386920694259846,27536,-0.08697214508719073,0.010580148760199215,-8.22031401055207,2.1180703676229751e-16,0.08347609129896602,0.014737504773081405,5.664194352047857,1.491887200354555e-08,0.06851533568984627,0.017276875155237476,3.965724997965033,7.335815931462758e-05,0.11622579662625346,0.016721104546209335,6.950844443622702,3.7119779667244745e-12
-0.972,0.002343728575086468,0.002235019842910302,27536,-0.09460196964322529,0.010640852774535192,-8.890450008820617,6.44991682083606e-19,0.09077030427319147,0.014822061778970311,6.123999860935492,9.248908279978689e-10,0.05295774411878147,0.01737600189729707,3.047751976075655,0.0023077864325437717,0.12387426792517534,0.016817042532819206,7.365995993851428,1.8076280892982296e-13
-0.918,0.0018782723587117411,0.0017695129085111283,27536,-0.07676188863106259,0.01076664090500428,-7.129604238531263,1.0313877651637605e-12,0.08588934836306802,0.014997277006582127,5.726996195734213,1.0328780680505908e-08,0.035031646152972384,0.017581407877437963,1.9925393004463614,0.046321773825010785,0.10585599839152528,0.01701584091721983,6.221026566156967,5.010174209314899e-10
-0.864,0.002689293181989516,0.0025806221039548216,27536,-0.09501730934466239,0.010782185852480539,-8.81243475531474,1.2951767318938057e-18,0.0993699958720572,0.015018930174493194,6.616316523051576,3.750114920030133e-11,0.044835506839012065,0.017606792030622306,2.546489261702682,0.01088665204798881,0.13101128088976743,0.017040408501079678,7.688271139830162,1.541008224721996e-14
-0.8099999999999999,0.0016127546899284972,0.001503966307830229,27536,-0.07828512934002889,0.010816027716272372,-7.237881724568012,4.676723837406375e-13,0.09682053433446254,0.0150660698358029,6.426396226066795,1.328003545197327e-10,0.04731171223891678,0.017662054170031114,2.6787208205484423,0.007394787684773844,0.07558565562160924,0.017093892942114244,4.421792968843789,9.825969009533262e-06
-0.756,0.002462021451673402,0.0023533256091757826,27536,-0.08679525213284231,0.010875927502701506,-7.980491972871552,1.5138451650578227e-15,0.11498729312018918,0.01514950660105206,7.590167531410156,3.295952557998625e-14,0.0328829939092755,0.017759867646515926,1.8515337255751667,0.06410350747758241,0.09437230005475404,0.017188559908891215,5.490413423520001,4.045323749455756e-08
-0.702,0.0018991732886468604,0.0017904161158975862,27536,-0.06212514007947044,0.01096464187283517,-5.6659525044210595,1.4766858847382964e-08,0.1029141695278879,0.015273080331716803,6.73827199835854,1.6343996402838763e-11,0.03925185431665676,0.017904733955299845,2.192261243012668,0.028368989533042867,0.08744511949068322,0.017328766090427754,5.046240397865781,4.5345413105053195e-07
-0.648,0.0019409657274696013,0.0018322091584087596,27535,-0.04597129907516615,0.011011989369569056,-4.174658867924896,2.9934964068130918e-05,0.10709105896209266,0.015338582872632633,6.981809196543599,2.9801221153296952e-12,0.05111907941225252,0.017981370333018137,2.842891196027788,0.0044739221363869494,0.08705882654480827,0.017402963874234817,5.002528717174397,5.693112114416297e-07
-0.594,0.0012339707045208037,0.0011251370955750462,27535,0.04420969000058798,0.011125867972688986,3.97359469922804,7.097630700957069e-05,0.07758744935335266,0.015497204201872353,5.0065449446667705,5.575757777848415e-07,-0.0031645936400706144,0.018167321596407927,-0.17419153523964276,0.8617162185258529,0.008981874670901727,0.017582933646238152,0.5108291284954822,0.6094748067398299
