peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue,Port:Reward_beta,Port:Reward_se,Port:Reward_tstat,Port:Reward_pvalue
-2.16,0.0009389177951623084,0.0006722170257535964,11242,0.2899321289521017,0.0173481112914688,16.71260485253402,5.922308962070565e-62,0.05587908033465931,0.017348890413324183,3.2209022596478807,0.0012815139970244812,0.0018527200703183772,0.017348882922597765,0.10679189424381434,0.914955984376432,-0.007358985837675997,0.01734958461380983,-0.42415919467134855,0.6714578364923245
-2.106,0.0010728890925707502,0.0008062240869893822,11242,0.2679346943606565,0.015950684348105357,16.797692720468266,1.4665224945166499e-62,0.0536809732474509,0.015951400710052497,3.3652827248970936,0.0007672125651720753,-0.0008632611589583032,0.015951393822719883,-0.054118227444722944,0.9568419321021562,-0.013782808219196101,0.015952038991225288,-0.8640154544994272,0.3875978413531118
-2.052,0.0014356488712081727,0.0011690807048629903,11242,0.2440190941576816,0.01448438790887052,16.847042187280802,6.506845696054245e-63,0.054725338457284924,0.014485038417908195,3.7780596004237514,0.0001588710092873563,-0.0036461551287703025,0.014485032163706491,-0.25171881481258024,0.8012630158797249,-0.019568838295903248,0.014485618023892482,-1.3509149739849924,0.17674986888781083
-1.998,0.001817882098336776,0.0015514159696923269,11242,0.21522495907326045,0.013096466719438992,16.43381865383612,5.473935870809228e-60,0.05438400156500364,0.01309705489548179,4.152384028241722,3.31459566957825e-05,-0.011658396679730875,0.013097049240569413,-0.8901544512498153,0.3734020136720676,-0.020404124358209173,0.01309757896253463,-1.5578546551675523,0.11929586540314834
-1.944,0.0019622896008753,0.001695862022017991,11242,0.1882058419764258,0.011917651970497736,15.792191485565377,1.3919371030415939e-55,0.05009715030310829,0.011918187204735,4.203420322446781,2.6494605241240854e-05,-0.015103619180853864,0.011918182058822054,-1.2672754205557626,0.20508308571488584,-0.019977432269408464,0.011918664100441206,-1.6761469323285096,0.09373723193882258
-1.89,0.0023109644693003473,0.0020446299696925685,11242,0.16096010157953428,0.010971149216275372,14.671216151244646,2.7529453204867304e-48,0.0487118216181641,0.010971641942082205,4.439793230157084,9.090432784388624e-06,-0.019902968979358563,0.010971637204858888,-1.8140381975576403,0.06969850151208005,-0.0190220168552522,0.010972080962617987,-1.7336744889196902,0.08300328165903349
-1.836,0.0024472412793177245,0.002180943158997084,11242,0.1356506450770016,0.010172500965382535,13.335033885828734,2.927188021994508e-40,0.04566867786193854,0.010172957823059598,4.489223159700796,7.2194898798995205e-06,-0.021997090820792372,0.010172953430683942,-2.162311168597719,0.030615230671438617,-0.0167476450253904,0.010173364884957677,-1.6462247461656905,0.09974545874815068
-1.782,0.0028155688411936053,0.002549369046436767,11242,0.11373284147866573,0.009504559345438316,11.966135130004892,8.456656461109654e-33,0.04581657399422339,0.009504986205157362,4.820267279226932,1.4524331678533543e-06,-0.022958232791301592,0.009504982101191656,-2.4153893765274193,0.015734248071313846,-0.015393720477747992,0.009505366538762708,-1.619476788714321,0.10537277626385096
-1.728,0.002457497204878867,0.002191201822392075,11242,0.08561275544752148,0.008961123601290042,9.553796963050111,1.5094245875488662e-21,0.04175222786931643,0.008961526054740408,4.659053336929218,3.2131452448160493e-06,-0.01710529937729852,0.008961522185424366,-1.9087493199670644,0.056319884797005594,-0.013613846223053595,0.008961884642269127,-1.5190829570426834,0.12876974724674398
-1.674,0.002088426259737819,0.0018220323532400773,11242,0.054921559579789676,0.008510089416503172,6.453699472685112,1.1364389849997756e-10,0.037959354761753814,0.008510471613535707,4.460311541534354,8.26352458036566e-06,-0.007504446793942702,0.008510467938971337,-0.8817901492323543,0.37790915900905164,-0.0143497172151504,0.008510812152520416,-1.6860573301339796,0.09181251656783974
-1.6199999999999999,0.001290879141736534,0.0010242723289072275,11242,0.023918736390823148,0.008171932647761749,2.9269375338493973,0.003430036042831831,0.030069568971162745,0.008172299657819479,3.6794501217770894,0.0002348297116488326,0.002430858533608303,0.008172296129267537,0.2974511073947311,0.7661276282605278,-0.00779735343854344,0.008172626665152867,-0.9540816873221986,0.3400628159831005
-1.566,0.0008151959492129768,0.000548462152082374,11242,-0.0007592574181021801,0.007892212914905536,-0.09620336226208716,0.9233607759133656,0.020885231099556076,0.007892567362456974,2.6461897808946233,0.00815175349969221,0.010611928453001152,0.00789256395468498,1.3445476671369856,0.17879849032429684,-0.004851254104270788,0.007892883176550295,-0.6146365017391658,0.5388072465483251
-1.512,0.0005448807625095808,0.00027807480435748655,11242,-0.023131777202345737,0.007726903698776532,-2.993667075986516,0.0027624620988202803,0.011753157433859355,0.007727250722117864,1.5210011757762767,0.12828767648717027,0.015111986551453354,0.0077272473857245986,1.9556752614613329,0.050528163833457776,0.000353084263374359,0.007727559921212227,0.04569155942811123,0.963556903233023
