bin,mean_abs_gap,mean_gap
0,0.11173698422147578,-0.06522447173031828
1,0.09546263010286422,-0.026144022822203627
2,0.14149418106222017,0.0009597856446292685
3,0.15070288359091583,0.05694899898465009
4,0.10680305803443005,0.02832923209778167
