peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(reward_seq_3)[T.001]_beta,C(reward_seq_3)[T.001]_se,C(reward_seq_3)[T.001]_tstat,C(reward_seq_3)[T.001]_pvalue,C(reward_seq_3)[T.010]_beta,C(reward_seq_3)[T.010]_se,C(reward_seq_3)[T.010]_tstat,C(reward_seq_3)[T.010]_pvalue,C(reward_seq_3)[T.011]_beta,C(reward_seq_3)[T.011]_se,C(reward_seq_3)[T.011]_tstat,C(reward_seq_3)[T.011]_pvalue,C(reward_seq_3)[T.100]_beta,C(reward_seq_3)[T.100]_se,C(reward_seq_3)[T.100]_tstat,C(reward_seq_3)[T.100]_pvalue,C(reward_seq_3)[T.101]_beta,C(reward_seq_3)[T.101]_se,C(reward_seq_3)[T.101]_tstat,C(reward_seq_3)[T.101]_pvalue,C(reward_seq_3)[T.110]_beta,C(reward_seq_3)[T.110]_se,C(reward_seq_3)[T.110]_tstat,C(reward_seq_3)[T.110]_pvalue,C(reward_seq_3)[T.111]_beta,C(reward_seq_3)[T.111]_se,C(reward_seq_3)[T.111]_tstat,C(reward_seq_3)[T.111]_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.09728510664235301,0.09626710281561768,7103,0.344855546028529,0.06430352512694205,5.362933763704979,8.446487511647823e-08,-0.41038194092503044,0.0916253698873609,-4.478911696940825,7.619971923705778e-06,-0.3859025263290333,0.10608073428822126,-3.637819147070914,0.0002769084458917737,-0.8955101608586148,0.07887576952298513,-11.353425345633616,1.2832847128223305e-29,-0.14713664285754646,0.09051804457335862,-1.6254951545965224,0.10410151576638156,0.3592756946556807,0.08801326781168091,4.082062893340253,4.512779969185476e-05,0.5813720888040644,0.0827092360779539,7.029107223963695,2.2722336160323585e-12,0.22202296676194852,0.0689583819160715,3.2196661318441357,0.0012891804541782994,-0.12749419123950145,0.016697660717351407,-7.635452258711641,2.545302652831691e-14
-2.106,0.10386419623522913,0.10275904956803039,6496,0.245853211101704,0.06116768370015543,4.019331716186587,5.902430722059588e-05,-0.3564849335309583,0.08742568592676417,-4.077576626960445,4.6051838829445185e-05,-0.2910955786345771,0.10110677960374051,-2.8790905988247677,0.004001282741097221,-0.7693445603441936,0.07504211363248013,-10.252170722590119,1.7774378655736207e-24,-0.08501279922583684,0.08783397688049323,-0.9678805656438068,0.3331401043338449,0.43207944370906626,0.08541779032460806,5.05842450462674,4.34349581022773e-07,0.618955704936683,0.07984041603423785,7.752410817489442,1.0401719377315388e-14,0.2911718931128894,0.06594000968985957,4.415708982791772,1.0231313281947121e-05,-0.1235214083460473,0.016337968834945645,-7.56038951928006,4.574398550047053e-14
-2.052,0.11221282918015807,0.11100557142619594,5892,0.15077396772692653,0.05828208983415317,2.5869691384774836,0.009706201141811813,-0.2815000754632712,0.08381507682544982,-3.358585186881268,0.0007884035087537491,-0.19419088727153172,0.0965734221849822,-2.0108108719557176,0.04439097857488489,-0.6423235363787179,0.07124227053952546,-9.016045270796845,2.593237078847939e-19,-0.04552676190999128,0.08436046927087905,-0.5396693771795669,0.5894454872038297,0.4609431821070237,0.08231149368164134,5.599985633717541,2.2407248170158913e-08,0.6631560544383168,0.07686965852813828,8.627019647753052,8.0025781658999e-18,0.37055919223911543,0.06314364427877173,5.868511335885848,4.637015482653959e-09,-0.11476616867207601,0.01588256868516431,-7.225919871467486,5.609293973586766e-13
-1.998,0.12082836326829449,0.11949930561639477,5301,0.09291202321776096,0.055656432329688824,1.6693851784710763,0.09510021607890093,-0.24847605525462346,0.0804053409619937,-3.09029291191084,0.0020099766345364057,-0.20329199749907664,0.09081399906126461,-2.2385535225899758,0.025226393646404326,-0.5606492044282512,0.06777219551417027,-8.272554846050795,1.6432437480382363e-16,-0.0793525489113687,0.08153805655547931,-0.9731964712376536,0.33050014472057576,0.42271557152549855,0.07942583014615424,5.322142315008164,1.0678023278278553e-07,0.6631951916652898,0.07422585373940474,8.934827398465009,5.535375502395758e-19,0.39494925730693536,0.060529498540709464,6.524905489532677,7.438834408817088e-11,-0.1040957308160445,0.015409012243538803,-6.755509644019731,1.5763122200432313e-11
-1.944,0.13846683092531453,0.13700412605422008,4721,0.006283036235717859,0.053899091335486524,0.11657035545571771,0.907205498227271,-0.2552419872913431,0.07708217046754023,-3.31129735635593,0.0009356367288423776,-0.15462911492780365,0.08748102037931041,-1.7675732891242546,0.07719697679688718,-0.49600418218884884,0.06511213205016453,-7.617692226799007,3.101986823698062e-14,-0.022164380557217894,0.08031573328103919,-0.27596561286019444,0.782586579923622,0.4404269588546271,0.0778442918481934,5.6577938908291125,1.624001086233211e-08,0.7082572840221935,0.07241253078222319,9.780866327573046,2.218596481381178e-22,0.43319679627166213,0.05887122537481067,7.358379131972591,2.1846406821003495e-13,-0.09657344486044026,0.01509506140425479,-6.397684797308572,1.7306512055539125e-10
-1.89,0.14623533159835622,0.144574310842711,4121,-0.07647902287749328,0.053355810139998114,-1.4333775961197688,0.15182598462924868,-0.18910998673632975,0.075463063954388,-2.5059940164983647,0.012249096429164585,-0.07032032661877062,0.0857618750341246,-0.8199485679480563,0.41229295231208973,-0.4354895358963891,0.06412977575310397,-6.790754073006576,1.2752563039009582e-11,0.017094883197262788,0.0807353782405703,0.2117396805440672,0.8323206229748416,0.40481305325967193,0.07805670565036545,5.186140638229416,2.2502904343566776e-07,0.6770196070868194,0.07242770428810154,9.347522660580042,1.4329362056288777e-20,0.4722479046044129,0.05851743017913949,8.070209220717993,9.12888946543196e-16,-0.10481256774153096,0.015126942672780948,-6.928866593123813,4.903245106330958e-12
-1.836,0.14271862237436217,0.14105075977197767,4121,-0.17895822681472598,0.05072792866348914,-3.5278047326132826,0.00042360187227261044,-0.1730962491251046,0.07174635555082302,-2.4126138226280816,0.015882082405301066,-0.10600587138523984,0.0815379293719463,-1.30008049262178,0.19364624985889115,-0.39278394985410986,0.06097125469697026,-6.442116892726956,1.3138463132327925e-10,0.07441013012346294,0.07675899770355558,0.969399449571189,0.33240294137767135,0.3928880810579011,0.0742122551517657,5.29411321963517,1.2583941849023924e-07,0.6219410509061083,0.06886049348227985,9.03189941655232,2.539909745613167e-19,0.4326561910979011,0.055635328484550294,7.776644856479062,9.349334382644932e-15,-0.12310672868360377,0.014381910176006724,-8.559831564584666,1.5743675394818525e-17
-1.782,,,2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.728,,,2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.674,,,1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
