mouse,n_sessions,n_trials,alpha,beta,kappa,reward_rate,switch_rate,choice_deviation,win_stay_prob,lose_switch_prob
WCL23,7,2605,0.8389501353367448,1.574259314676645,1.0690710255332314,0.7018190481896339,0.16421273639151482,0.29246792560425156,0.9313780113393365,0.39395943710630876
WCL24,8,2829,0.8313798554688608,1.6729767941823357,0.9174916708130889,0.7003820172325991,0.17961273296160815,0.2834072046663577,0.9322950730333428,0.43987904270342637
WCL27,7,2998,0.8469439551689464,1.7888717202802353,1.2447418633045118,0.7091191438255919,0.13340845191444528,0.2895008906817442,0.9557333739617285,0.3481015943214982
WCL28,5,1817,0.8783293890142312,2.024018064039158,1.2014150469497396,0.7285211511805791,0.12689803062916033,0.2803798422006612,0.9600848569561018,0.35687505434310063
WCL29,7,3592,0.8843949822489144,1.8857689624619565,1.4495088569011063,0.7336666834966704,0.10149762380462828,0.28935920462671527,0.9730040032285875,0.30991544209120014
