mouse,n_sessions,n_trials,alpha,beta,kappa,reward_rate,switch_rate,choice_deviation,win_stay_prob,lose_switch_prob
WCL23,1,550,0.7930135279274921,3.382148727757204,0.33292069527650797,0.7872727272727272,0.12181818181818181,0.24072727272727273,0.9699769053117783,0.46551724137931033
WCL24,2,935,0.8140890702627684,3.219194351694216,0.3262434605610006,0.7672537050785009,0.14671148505595424,0.2315451804192215,0.9695416211151022,0.5324324324324324
WCL27,2,1304,0.8015616279008821,3.336970893486468,0.8331580969316962,0.7701797903910625,0.0936504315967297,0.24927900893130805,0.9849976925700756,0.35934170558099465
WCL28,2,1113,0.7296304017482425,3.009991510602376,0.9612711394726159,0.7660744282207004,0.10016313477193436,0.2570606667528105,0.9809092263793759,0.3612903225806452
WCL29,2,1037,0.9389344378528428,3.5990440024035717,0.2773339746385865,0.7860437326900742,0.11972326454033771,0.2532929807320051,0.9853750756200848,0.5141228731874947
