peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Q_chosen_beta,Q_chosen_se,Q_chosen_tstat,Q_chosen_pvalue,RPE_abs_beta,RPE_abs_se,RPE_abs_tstat,RPE_abs_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.05561441810842571,0.055419548759570114,38779,0.19552108207592436,0.022871619243836152,8.548633133118322,1.2903391334248895e-17,0.10480654558752027,0.03064366162267101,3.4201704377906834,0.0006264635914243504,0.1469926829479918,0.033177356804509235,4.430512165695297,9.426675880028625e-06,0.14487094966793118,0.03255774051442637,4.449662273207771,8.624465706045273e-06,0.03635818346903816,0.03272951181719545,1.1108684930013613,0.2666318482238617,-0.02551339174929139,0.009278736165492386,-2.7496623779621707,0.005968433096395474,0.45274627122555783,0.011039001454503044,41.013335589413565,0.0,-0.012180128805892582,0.009155497831808263,-1.3303622620690345,0.18340676723006583,-0.021329905327557044,0.010804705090168513,-1.9741311909536234,0.04837391428547562
-2.106,0.05816364708547972,0.057969303757563484,38779,0.18585860862699627,0.021100882936714388,8.808096286037983,1.3245133345542436e-18,0.07997691736113023,0.028271208512118253,2.828917530244549,0.004672970205307273,0.12928259319835522,0.030608743290889712,4.223714510906904,2.408562777232206e-05,0.11296222295106964,0.030037098115122663,3.7607568653310417,0.00016964886242029932,0.007372941254529182,0.030195570766882732,0.24417293885418195,0.8070981765778047,-0.023768225384040893,0.00856037010503652,-2.7765417957871685,0.005496692720084407,0.42690464635531566,0.010184354458963958,41.917693269166136,0.0,-0.014149423219749487,0.008446672966908216,-1.6751475137232266,0.09391335706531681,-0.0217203381977207,0.009968197478401549,-2.178963473063504,0.029340381992733894
-2.052,0.06222954586616514,0.062036041516588925,38779,0.16601065380477523,0.01923544971031841,8.630453475476722,6.339249905621049e-18,0.07309599359108197,0.025771879367122483,2.8362694295524085,0.004566756763403317,0.11771488148609201,0.027902763312502066,4.218753539487212,2.4621416669349936e-05,0.0992441379186343,0.02738165469047938,3.624475549066856,0.00028991869744133067,-0.012449052251007878,0.02752611749483378,-0.4522632824387373,0.6510818543989726,-0.023330551942166967,0.007803586662747614,-2.9897216434516234,0.0027940694645141825,0.4045789431090796,0.009284001935606297,43.57807612657055,0.0,-0.012496843581187436,0.007699940972222085,-1.6229791405246368,0.10460199441393322,-0.023751224781972665,0.009086954411973625,-2.613771755108218,0.008958343424897446
-1.998,0.06684341584387732,0.06665086354381933,38779,0.14906064888242376,0.017423723430081216,8.555039884590785,1.2207802457404758e-17,0.0579680932943673,0.023344507413584435,2.483157698184499,0.013026537521645799,0.09417708194949288,0.025274690127533552,3.7261419022067046,0.00019470882165983482,0.06902496102534256,0.024802663081434213,2.7829657161698296,0.005389055395920588,-0.03313411908557364,0.02493351939032803,-1.328898602995721,0.18388924549461538,-0.02181705998679136,0.007068591471581154,-3.08647912027531,0.0020268492503586017,0.3789810657579562,0.00840957110368828,45.06544520347087,0.0,-0.011022609718116246,0.006974707841427819,-1.5803686647123796,0.11403062099818304,-0.02774390936901186,0.008231082864210502,-3.370626906168677,0.0007507050884611754
-1.944,0.0697150820769391,0.0695231223311722,38779,0.13348553570381805,0.015869608969085198,8.41139412847882,4.188201820707604e-17,0.04289037820841817,0.021262286773325385,2.017204389427497,0.04368106641228916,0.07707725063691435,0.02302030623639702,3.3482287266469464,0.0008140725205637564,0.04248178160600964,0.022590381790311278,1.88052517218764,0.060044028674019055,-0.04321063934112006,0.02270956632980515,-1.9027505287235844,0.05708050610549425,-0.015750219230627135,0.006438106244417157,-2.4464056094577553,0.014433267867020438,0.35072605125451856,0.007659476778817831,45.789818467032404,0.0,-0.007189904211465918,0.006352596594019505,-1.1318055703764782,0.2577231855713674,-0.02847034371563116,0.0074969088536863656,-3.797611024926864,0.00014631997958676658
-1.89,0.06786613869275893,0.06767379742656199,38779,0.11533799360845245,0.014631396843191315,7.882910623268667,3.281578119783971e-15,0.02758995602733794,0.01960331575782958,1.40741272385609,0.15931305736198853,0.06702470482958119,0.02122416731582093,3.1579427278458927,0.0015900857620540988,0.023835021237967723,0.020827787342280073,1.144385663549724,0.2524707961480398,-0.050883782027921085,0.020937672614078823,-2.4302501508074026,0.01509291104735064,-0.013624854806168043,0.005935778730540804,-2.295377813877286,0.021716794677690335,0.31684548176343136,0.0070618529152424725,44.867187913181326,0.0,-0.00888877866155292,0.005856940894565899,-1.5176486875255948,0.12911113964770576,-0.030527627104981112,0.006911969207886714,-4.416632393290814,1.005215273185574e-05
-1.836,0.06440737224687842,0.06421431728113114,38779,0.1006519565316159,0.013627787487826039,7.3857885310825555,1.5459358100333854e-13,0.016189069332703917,0.018258668264388607,0.8866511564963804,0.3752722424232321,0.0495014266825155,0.01976834097837126,2.504075923046628,0.012281242544049577,0.005904374469019727,0.019399149840864893,0.3043625374026435,0.7608533390943107,-0.05782219803315375,0.01950149776759837,-2.9650131862807485,0.0030285416590694735,-0.011404951921651587,0.0055286266910469705,-2.0628905800640704,0.03912966899944223,0.2854711988416574,0.006577460226840409,43.40143292341703,0.0,-0.0038333400461275187,0.005455196567718311,-0.7026951272135094,0.4822499840535197,-0.03021568502455485,0.006437857471640568,-4.69343801997141,2.6956830532283378e-06
-1.782,0.05681063699807476,0.05661601448314024,38779,0.08068901398058971,0.012838826460684797,6.284765529597004,3.31833619219276e-10,0.017178423233285764,0.01720160909899057,0.9986521106501505,0.3179694797279795,0.04545482312227031,0.018623881496807826,2.440673987861304,0.01466432667729745,6.56229066995372e-05,0.01827606414571533,0.00359064764581284,0.9971351023101267,-0.06366979008919224,0.01837248678740356,-3.465496577896312,0.0005298256600420649,-0.006558314163651065,0.005208554852772017,-1.2591427658980494,0.20798635072702512,0.2520519434482148,0.006196667689446909,40.675401051030384,0.0,-0.0006925645261682575,0.005139375860125886,-0.13475654340472648,0.8928050652144764,-0.028177012113055774,0.006065147033651142,-4.645726139320578,3.3999438314702347e-06
-1.728,0.048644703013656754,0.04844839549815794,38779,0.05673336344259582,0.012182131056565989,4.6570967903039735,3.2176201760996422e-06,0.023208364202778747,0.016321760954508924,1.421927711566403,0.15505528184914363,0.039167667780449285,0.017671285290039355,2.216458346837207,0.026665909355545227,-0.004031095020305691,0.01734125851012053,-0.23245688990525712,0.8161843940366826,-0.06808393553686018,0.017432749213064706,-3.905519129813198,9.418257390587253e-05,-0.005782037552013101,0.004942141559906801,-1.1699457577095664,0.24202999002654177,0.22125275978979927,0.005879713238432837,37.629855541861666,2.1583369334718813e-304,0.0005959651690572295,0.004876501015784093,0.12221163640245941,0.9027320444386089,-0.02615026381439179,0.005754919755908883,-4.543984090749818,5.536721559779852e-06
-1.674,0.0385781179506296,0.0383797332445065,38779,0.031516307914559345,0.011699684705880628,2.693774123564053,0.007067842371591857,0.032249481715435804,0.015675373719574566,2.05733415307122,0.0396607671533298,0.03651380872568034,0.016971453129269395,2.1514839329054096,0.03144418017150198,-0.005679894178401733,0.01665449632987048,-0.34104268696583906,0.7330732945342288,-0.05573887110814194,0.016742363745924034,-3.329211570959429,0.0008717336360323081,-0.0038008558390422616,0.004746418976634937,-0.8007838873375123,0.4232616756295169,0.18819928924626034,0.0056468602029674676,33.32812970070699,3.767619646080715e-240,0.0017964451075752868,0.004683377981049505,0.3835789284666532,0.7012926634555852,-0.02576863316198633,0.005527008890245615,-4.662310785760505,3.137187389024041e-06
