mouse,date,session_dir,xcorr_peak,sync_pass,n_trials,trials_pass,p_right,balance_pass,zscore_std,signal_range_pass,missing_frac,missing_pass,QC_PASS,error,manual_include
SM2N,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM2N,0.9996380705067968,True,525,True,0.6552380952380953,True,1.0144108653645953,True,0.0,True,True,,True
SM2N,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM2N,0.9977079806640241,True,611,True,0.6382978723404256,True,1.0197537284087728,True,0.0,True,True,,True
SM2R,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM2R,0.9990001380591665,True,463,True,0.4514038876889849,True,1.031754103568367,True,0.0,True,True,,True
SM2R,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM2R,0.9944112853536029,True,668,True,0.5284431137724551,True,1.0214694945759748,True,0.0,True,True,,True
SM2R,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM2R,0.9958588013056874,True,532,True,0.6334586466165414,True,1.0160439044810643,True,0.0,True,True,,True
SM1B,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM1B,0.9978495140423539,True,620,True,0.8435483870967742,True,0.9963026482313527,True,0.0,True,True,,True
SM1B,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM1B,0.9956002901036044,True,609,True,0.7799671592775042,True,0.9920856170395542,True,0.0,True,True,,True
SM1L,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM1L,0.9984405445950455,True,626,True,0.4329073482428115,True,1.0177293678115182,True,0.0,True,True,,True
SM1L,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM1L,0.9972679925099852,True,653,True,0.5313935681470138,True,1.0077996061547503,True,0.0,True,True,,True
SM1N,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM1N,0.9968656032548407,True,599,True,0.5075125208681135,True,1.0318852553654752,True,0.0,True,True,,True
