mouse,date,session_dir,error,green_r_valid,green_l_valid,green_r_cohens_d,green_r_p_value,green_r_error,green_l_cohens_d,green_l_p_value,green_l_error,age_bin
SM3MR,073024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073024/SM3MR,,False,False,-0.0676849017312246,0.5687757032450349,,-0.0811702753732936,0.4951382988824077,,P150
SM3MR,080124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080124/SM3MR,,False,False,-0.0121046454196956,0.9108731171584362,,-0.010811610406747,0.9203655146601804,,P150
SM3MN,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM3MN,,True,True,-0.4859356177097886,2.278891281407022e-08,,-0.4903384229954617,1.5962030917726887e-08,,P160
SM3MN,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM3MN,,True,True,-0.6411338842631455,1.9949578591713307e-11,,-0.6668843861313091,3.0019946216277026e-12,,P160
SM3MN,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM3MN,,True,True,-0.2449577080193646,0.0109407941118479,,-0.2321956778105763,0.0157452329435261,,P160
SM3MR,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM3MR,,True,True,-0.3336729777661682,0.0019245460046456,,-0.3666420870808773,0.0006658194083958,,P160
SM3MR,080724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080724/SM3MR,,False,False,-0.0561459594737476,0.5875239353045377,,-0.1034753418219162,0.3168272283250599,,P160
SM3MR,080924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080924/SM3MR,,False,False,-0.1978327951488757,0.0522382425106033,,-0.1737320318700496,0.0877020545235646,,P160
SM3MR,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM3MR,,False,False,-0.1897662084327905,0.106873944727354,,-0.2161794774650775,0.0655345321901598,,P160
SM3MN,081424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081424/SM3MN,,True,True,-0.3768374233325572,0.0002080050081774,,-0.4160861826662884,4.0326242977028966e-05,,P170
SM3MN,081624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081624/SM3MN,,False,False,-0.144561391874829,0.1334286174739618,,-0.1553629324579557,0.1085322523024094,,P170
SM3MN,082024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082024/SM3MN,,False,False,-0.0029305089086075,0.971965458673402,,-0.0328307994732595,0.6938182580779428,,P170
SM3MR,081524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081524/SM3MR,,False,False,-0.1041223523892645,0.3896384848460693,,-0.0975242433489382,0.4202723176833383,,P170
SM3MR,081924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081924/SM3MR,,False,False,-0.1024319747260354,0.3600224172014975,,-0.1230957429685014,0.2715618019064108,,P170
SM3MR,082124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082124/SM3MR,,False,False,-0.02143551455460287,0.8704245623388654,,-0.030519358060742227,0.8163551767011787,,P170
SM3MR,082324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082324/SM3MR,,False,False,0.03728626100466823,0.7434491372738878,,0.04312226937018361,0.7051567802766141,,P170
SM1B,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM1B,,False,False,-0.0866266624845468,0.5614634382333414,,-0.264524313943043,0.0717418308565808,,P70
SM1L,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM1L,,False,False,-0.2189244649402852,0.0591125154851357,,-0.1944619141286752,0.0942482955116126,,P70
SM1L,062624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062624/SM1L,,False,False,0.0968008403775436,0.2734319831203578,,0.0733172011298812,0.4064371593449897,,P70
SM1N,062324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062324/SM1N,,False,False,-0.1942264066813575,0.1158974931669587,,-0.1507397653012609,0.2228530732154713,,P70
SM1N,062524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062524/SM1N,,False,False,0.1212086461206778,0.2936595744284239,,-0.0914122840344893,0.4235955417258952,,P70
SM1N,062724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062724/SM1N,,True,False,0.2634096308954244,0.0146012706832974,,-0.1520515057470635,0.1543763665778166,,P70
SM2B,062324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062324/SM2B,,False,False,0.1415277736945193,0.2931212226636971,,0.1436444189243168,0.2863919405717307,,P70
SM2B,062524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062524/SM2B,,False,True,-0.05377518417253,0.6440855871342104,,-0.5017039360232339,1.342983326635492e-05,,P70
SM2B,062724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062724/SM2B,,False,True,0.1133495611271522,0.2735822952967942,,-0.4345525650275917,2.9511301609450827e-05,,P70
SM2L,062324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062324/SM2L,,False,False,-0.0501197007812502,0.7385696600091494,,-0.2323036712347063,0.1454695465519538,,P70
SM2L,062524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062524/SM2L,,True,True,0.595469796826655,1.459930282440268e-07,,-0.4286869088222553,0.0002868425025301,,P70
SM2L,062724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062724/SM2L,,True,True,0.3838020185575183,4.431486934503341e-05,,-0.3122016551756194,0.0008788048310916,,P70
SM2N,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM2N,,True,True,0.4737225255342945,0.0014887296466942,,-0.5003217205854443,0.0007242886484424,,P70
SM2N,062624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062624/SM2N,,False,True,0.3300569915842561,0.1165512730942901,,-0.7860709312111529,0.0002124532550335,,P70
SM2R,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM2R,,True,True,0.4323613043792441,8.532857482290621e-05,,0.4857986967006969,1.4505292354727916e-05,,P70
SM2R,062624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062624/SM2R,,False,True,0.1993098136655742,0.0602377322695647,,0.2202283745914008,0.0379551151870822,,P70
SM1B,062824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062824/SM1B,,False,True,0.0031616001300563,0.9807098054770568,,-0.5570997471203197,1.2956432476340771e-05,,P80
SM1B,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM1B,,False,True,0.0204548295822311,0.8526812938151045,,-0.3561319750000585,0.0008827505517786,,P80
SM1L,062824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062824/SM1L,,True,False,0.1925581806395974,0.029752555937876,,-0.0829444380178979,0.3486505148918217,,P80
SM1L,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM1L,,False,False,-0.0666535442254918,0.4988843944603165,,-0.0732070694586431,0.4576101574923352,,P80
SM1N,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM1N,,False,True,-0.2041523492300908,0.3209765090106443,,-0.7051134295679969,0.000856363655991,,P80
SM2B,070124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070124/SM2B,,True,True,0.2279063676265922,0.0202372496507073,,-0.5411335811759669,4.421428938528113e-08,,P80
SM2B,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM2B,,False,True,-0.0238786269557974,0.8221257211109637,,-0.4248426151633069,6.560410294353642e-05,,P80
SM2L,070124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070124/SM2L,,True,True,0.2737410841833085,0.0051428945135309,,-0.3743145226096392,0.0001433215545875,,P80
SM2L,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM2L,,True,True,0.4538570503399184,5.2517636825072495e-06,,-0.4769382014780736,2.4557495669143387e-06,,P80
SM2N,062824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062824/SM2N,,True,False,0.2709233740732742,0.0087968427306977,,-0.0556683124041147,0.587287244475586,,P80
SM2N,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM2N,,True,False,0.2396174830842529,0.0092826940927285,,0.0715465978522961,0.433846588132221,,P80
SM2R,062824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062824/SM2R,,False,False,0.1821453033165189,0.0625287161999693,,-0.0730000288533651,0.4505120296407143,,P80
SM2R,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM2R,,False,True,-0.1756671229151324,0.0605863507135352,,-0.2041757930119663,0.0283100402839411,,P80
SM1B,070824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070824/SM1B,,False,True,0.1959701139566239,0.0711052845956393,,-0.2863187330830883,0.0080153815841756,,P90
SM1B,071024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071024/SM1B,,False,True,0.1777374713585517,0.055342618116874,,-0.3121542418145754,0.0008046200424781,,P90
SM1B,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM1B,,False,False,0.0173908688146185,0.8531711449964332,,-0.0425076843318712,0.6535250908332011,,P90
SM1B,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM1B,,False,True,-0.0056711787981178,0.95443036004555,,-0.3388461797455881,0.0007197340752331,,P90
SM1B,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM1B,,True,True,0.1949554363896103,0.0273974812453377,,-0.1935563489934464,0.0303093775214177,,P90
SM1L,070824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070824/SM1L,,False,True,0.0982696542665516,0.3420520991203717,,-0.2522577619144184,0.0156778134305398,,P90
SM1L,071024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071024/SM1L,,False,False,0.0061900060123187,0.944406139438929,,-0.0177309557372985,0.8415311553586287,,P90
SM1L,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM1L,,False,False,0.1113921254248705,0.211089715866712,,0.0763379734163287,0.3898111781136969,,P90
SM1L,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM1L,,False,False,-0.1456619364096118,0.1593304380060214,,-0.1635644718390924,0.1138830346265292,,P90
SM1L,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM1L,,True,True,-0.3896463918772734,9.36620973185705e-05,,-0.4036999717057054,4.9238092392756e-05,,P90
SM1N,070924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070924/SM1N,,True,True,-0.463335397172806,0.0143828364149819,,-0.5253009718876797,0.00562590305128,,P90
SM1N,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM1N,,False,True,0.1916747106332811,0.1622842906330425,,-0.3873612767554257,0.0043206261740558,,P90
SM1N,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM1N,,False,True,0.2062741289794282,0.144797832129176,,-0.3686680641004032,0.0095879217862867,,P90
SM1N,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM1N,,True,True,-0.7023002048992418,1.2479780152796642e-11,,-0.7459718286774714,1.1025799951116618e-12,,P90
SM2B,070924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070924/SM2B,,False,True,0.0979370313040698,0.3122011311229682,,-0.7560655876995808,4.556227223030569e-14,,P90
SM2B,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM2B,,True,True,0.3061942977705471,0.0022668289913531,,-0.6538644458365321,5.244153242369603e-10,,P90
SM2B,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM2B,,False,True,-0.0460336831603625,0.5860285621628967,,-0.3376851762415623,6.769420627844053e-05,,P90
SM2B,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM2B,,False,False,-0.0708261933207683,0.5023849207171684,,0.1673988258797301,0.1043812685812634,,P90
SM2L,070924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070924/SM2L,,True,True,0.2965038680269521,0.004442461706425,,-0.3837373614214791,0.0003022750004868,,P90
SM2L,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM2L,,True,True,0.3210792109057448,0.0003472931316189,,-0.3745826755722098,3.06048419092696e-05,,P90
SM2L,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM2L,,False,True,0.0640416821617106,0.5426083331151412,,-0.3112409327834304,0.0031843891254004,,P90
SM2L,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM2L,,False,True,0.1631373090076718,0.0962543526081955,,-0.7470147846055037,3.444108559685896e-13,,P90
SM2N,070824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070824/SM2N,,True,True,0.3712796439279215,0.0016716530840247,,-0.434074275395563,0.0002642486313722,,P90
SM2N,071024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071024/SM2N,,False,False,-0.1836413770123595,0.1335653044282339,,-0.1947589635114527,0.1091745985277385,,P90
SM2N,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM2N,,True,True,0.4343251770884833,8.65889024247461e-06,,-0.5054168231124111,1.882379656634595e-07,,P90
SM2N,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM2N,,True,True,0.3598247647628345,0.0127338006372095,,-0.496326009651789,0.0005300749066408,,P90
SM2N,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM2N,,True,True,0.356340435335068,0.0001035871967774,,-0.4114993795169765,7.291582736749295e-06,,P90
SM2R,070824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070824/SM2R,,True,True,0.2997993122353461,0.0033977833677701,,-0.2344821716921614,0.0220809497749907,,P90
SM2R,071024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071024/SM2R,,False,True,0.1628590364760249,0.1149884394233326,,-0.4046652150033623,7.98849566900068e-05,,P90
SM2R,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM2R,,False,True,0.0614613611208134,0.5916591064704875,,-0.2340807689455487,0.0411660990737886,,P90
SM2R,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM2R,,False,True,0.097354618281928,0.3324364311253994,,-0.4325700680773338,1.0504072924217136e-05,,P90
SM2R,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM2R,,False,True,0.1091934509082537,0.329423102501357,,-0.535321829849996,1.612333867812774e-06,,P90
