mouse,date,session_dir,jrgeco_only,error,green_r_carrier_valid,green_r_reward_significant,green_l_carrier_valid,green_l_reward_significant,red_r_carrier_valid,red_r_reward_significant,red_l_carrier_valid,red_l_reward_significant,green_r_detected_freq_hz,green_r_matched_known_freq_hz,green_r_amplitude,green_r_cohens_d,green_r_p_value,green_r_error,green_l_detected_freq_hz,green_l_matched_known_freq_hz,green_l_amplitude,green_l_cohens_d,green_l_p_value,green_l_error,red_r_detected_freq_hz,red_r_matched_known_freq_hz,red_r_amplitude,red_r_cohens_d,red_r_p_value,red_r_error,red_l_detected_freq_hz,red_l_matched_known_freq_hz,red_l_amplitude,red_l_cohens_d,red_l_p_value,red_l_error,age_bin
SM1N,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03575775481407058,-0.5045510238026333,0.00023412939021926233,,166.6259765625,167.0,0.5835011178790604,-0.3873647406548495,0.004320285372875573,,222.16796875,,0.009018132853677339,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.24709362733150625,-0.8548031884017706,7.720394178168788e-10,,P90
SM2B,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.010411912433376209,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5840180185131869,-0.6538697830584872,5.242994920891335e-10,,222.16796875,,0.010292345675594535,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3782430902941331,-0.9074172597806762,3.823103794845751e-17,,P90
SM2L,071124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071124/SM2L,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.032909018864058955,-0.3482172121070507,0.00012379538438842975,,166.6259765625,167.0,0.5817774144135451,-0.3745799030805865,3.060867150509053e-05,,222.16796875,,0.00927546344632846,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.24139532656287652,-0.04945149760012839,0.5810641760214894,,P90
SM1B,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM1B,True,,False,,False,,False,,True,True,165.0390625,,0.0065655658570773845,,,no real carrier detected at this channel's own frequency (dead channel),162.4755859375,,0.016248343942184114,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,,0.007326672612535197,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.4961304017627474,-0.24856076784754833,0.008473940440311115,,P90
SM1L,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM1L,False,,False,,False,,False,,True,True,165.1611328125,,0.006524696317353638,,,no real carrier detected at this channel's own frequency (dead channel),164.0625,,0.019922174712585963,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,,0.00739399577093953,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.4977201646479362,-0.40871405774231295,4.666167877345353e-06,,P90
SM2N,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.04842657954662242,-0.47578022116953333,1.1155478928818863e-06,,166.6259765625,167.0,0.5794366398013767,-0.505410956831036,1.8829466803542278e-07,,222.16796875,,0.0083612817082233,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22497833223050911,-1.0104015778551925,2.4661656368253138e-23,,P90
SM2R,071224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071224/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.039928698958251845,-0.24052542361080795,0.03657509118811864,,166.6259765625,167.0,0.5810047568059731,-0.2340770809546701,0.04116929827226018,,222.16796875,,0.01985739917998209,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3950364616499087,-0.44586670514662113,0.0001200694696701815,,P90
SM1N,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.06735722394983742,-0.3867819136068681,0.007029472513869743,,166.6259765625,167.0,0.5832450582214055,-0.3686665725242711,0.009588206554020973,,222.16796875,,0.009088896499769596,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.24483723039941666,-0.7941776109787486,6.45431597567414e-08,,P90
SM2B,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM2B,True,,False,,True,True,False,,False,,166.6259765625,,0.00980083595002416,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5829268705563463,-0.3377016122339207,6.763958201526989e-05,,222.2900390625,,0.0065029782951361755,,,no real carrier detected at this channel's own frequency (dead channel),223.0224609375,,0.0008842752302310835,,,no real carrier detected at this channel's own frequency (dead channel),P90
SM2L,071324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071324/SM2L,False,,False,,True,True,False,,False,,166.6259765625,,0.023159328758603877,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5831418274183194,-0.31124138310273136,0.0031843475005259745,,222.2900390625,,0.006276444882166866,,,no real carrier detected at this channel's own frequency (dead channel),219.970703125,,0.0008008156453113111,,,no real carrier detected at this channel's own frequency (dead channel),P90
SM1B,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM1B,True,,False,,True,True,False,,False,,166.6259765625,,0.009390760553657175,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5832336151330214,-0.3388516948389837,0.0007195992265941726,,223.0224609375,,0.006886161213641343,,,no real carrier detected at this channel's own frequency (dead channel),218.994140625,,0.000895265194163187,,,no real carrier detected at this channel's own frequency (dead channel),P90
SM1L,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM1L,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.19533857400109794,-0.14566430036537634,0.15932323333899115,,166.6259765625,167.0,0.5838104865215953,-0.16356514905391004,0.11388149100068934,,222.16796875,,0.025147423202685173,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.26333363162404894,-0.19085249191046713,0.06599954030879852,,P90
SM2N,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.045406761352043565,-0.5342564566947213,0.00022330357240814215,,166.6259765625,167.0,0.5808626314121129,-0.496324104502263,0.0005301030933648492,,222.16796875,,0.00837198464103755,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23010130007082336,-1.0881130591303199,1.9749081070023632e-12,,P90
SM2R,071524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071524/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03632598381637361,-0.46305195676318384,2.9157075340218864e-06,,166.6259765625,167.0,0.5725013106891035,-0.43256672323414347,1.0505560419877756e-05,,222.16796875,,0.013247710076739388,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.35657503325777656,-0.5960457508125537,1.6942928018427493e-09,,P90
SM1N,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.07158844732252412,-0.7023369863559857,1.2453453649039e-11,,166.6259765625,167.0,0.5796347817414049,-0.7459671545152241,1.1029293983168689e-12,,222.16796875,,0.008806267852294805,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2337868128875401,-1.4827401427788012,1.7201532191661595e-37,,P90
SM2B,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM2B,True,,False,,False,,False,,True,True,163.4521484375,,0.006577351827782564,,,no real carrier detected at this channel's own frequency (dead channel),163.2080078125,,0.01224543662191275,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,,0.008175114783614275,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.49661283837441444,-0.7546292956465855,2.5671640182044936e-12,,P90
SM2L,071624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071624/SM2L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.05573151738168179,-0.688693468315558,1.2404700578988074e-11,,166.6259765625,167.0,0.5834412314085077,-0.7470108764250383,3.444978607769938e-13,,222.16796875,,0.00794315439933472,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23126450484387365,-0.3115809041959605,0.001736732505801508,,P90
SM1B,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.009084998940452038,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5828068490153048,-0.19354880751769007,0.030315950647444075,,222.16796875,,0.008063333536864097,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3443403306409269,-0.44186490169082665,9.455640266895817e-07,,P90
SM1L,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.15595207328010058,-0.38965284502638514,9.363829906825126e-05,,166.6259765625,167.0,0.5819490526003115,-0.4036953756415596,4.924759272861656e-05,,222.16796875,,0.010950856775008684,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.21457087688229456,-0.44037508496219785,1.2153865335146585e-05,,P90
SM2N,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03970208026199449,-0.4208386085399705,4.61903045851284e-06,,166.6259765625,167.0,0.583244538271347,-0.4114955551852412,7.2929401934362835e-06,,222.16796875,,0.008093971225819346,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22679069411452868,-0.7645000850474553,5.936881127369265e-16,,P90
SM2R,071724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071724/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.034544512036344725,-0.5133130219529466,4.322654812208418e-06,,166.6259765625,167.0,0.5805790043193917,-0.535317528161446,1.6126301288461334e-06,,222.16796875,,0.011036109501375327,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.32409937750818424,-0.7363296246182275,9.247531552729197e-11,,P90
SM1N,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM1N,False,,False,,True,True,False,,True,True,166.6259765625,,0.02715764782025609,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5829410130977228,-0.2646744682419494,0.0075047506022846355,,222.16796875,,0.007586286956479649,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2395703185373641,-0.68714179254019,1.4392804365395002e-11,,P100
SM2B,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.008931561395888299,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5829844613657197,-0.7151875086383606,1.646588510957764e-14,,222.16796875,,0.008897198422629187,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.38282774101685374,-0.9498010568646577,2.4147935015087943e-23,,P100
SM2L,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM2L,False,,False,,False,,False,,True,True,164.306640625,,0.008592798097995128,,,no real carrier detected at this channel's own frequency (dead channel),170.7763671875,,0.01485772764946808,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,,0.008348266769443911,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.4979681310029168,-0.5723913980325112,6.4509125226102735e-09,,P100
SM3FR,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM3FR,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.14542852370707948,-0.5435093311495466,0.00012206846783837545,,166.6259765625,167.0,0.5814962434808111,-0.5505335141647396,0.00010306678731558667,,222.16796875,,0.010013484065555711,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.21011987753065378,-0.5791305419871341,6.637934540945853e-05,,P140
SM3MR,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM3MR,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.07276595266543458,-0.08518796888642109,0.5433370112877762,,166.6259765625,167.0,0.5814611788329397,-0.0879037197053598,0.5299299201514768,,222.16796875,,0.009124126329266269,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.19529352619556603,0.04913939629668796,0.7227539772249421,,P140
SM1B,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM1B,True,,False,,True,False,False,,True,True,166.6259765625,,0.008974913286216092,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5837793007701837,-0.11736773930934384,0.19522547955643055,,222.16796875,,0.00787173859170945,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.34388924674546467,-0.3812472018965301,2.9611421350149244e-05,,P100
SM1L,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.1731177789895769,-0.2548731468548056,0.003607368510181036,,166.6259765625,167.0,0.5841268634279889,-0.27867663787465263,0.001429591666100995,,222.16796875,,0.008762906843691392,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.1862333840479209,-0.21659877732639507,0.01385889852907316,,P100
SM2N,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM2N,False,,True,False,True,False,False,,True,True,166.6259765625,167.0,0.039281150442636734,-0.15383270228148618,0.09560135816616393,,166.6259765625,167.0,0.5831011693328202,-0.1706865665436173,0.06300481174854701,,222.16796875,,0.00757109484781205,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22469523586386642,-0.6511829702611087,7.055423704752027e-12,,P100
SM2R,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.040746870861495005,-0.293719261829362,0.0026693465295629837,,166.6259765625,167.0,0.5803548049191911,-0.2979285788820442,0.0022476647641334266,,222.16796875,,0.014827076170017845,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3701572662425361,-0.5163872149061635,2.7765358112440153e-07,,P100
SM3MN,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM3MN,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.11093050352903058,-0.24334585375050188,0.015587768424794524,,166.6259765625,167.0,0.5839599267707773,-0.22669991052061092,0.02413231274535385,,222.16796875,,0.012950095560060023,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2639167393738843,-0.30486146502072176,0.0023099770144911274,,P140
SM1B,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM1B,True,,False,,True,True,False,,True,True,166.6259765625,,0.008915644906434731,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.583855380055715,-0.35074264746069816,0.00036783565230565085,,222.16796875,,0.007918755403781928,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3406574075913125,-0.5813174064552428,6.990523666881864e-09,,P100
SM1L,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM1L,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.07771610473853524,-0.19137306489120998,0.033605782192784886,,166.6259765625,167.0,0.5815624676097224,-0.18773554009839677,0.036767274219677896,,222.16796875,,0.007964851841655761,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.18699954867969842,-0.41708505337057095,6.496396781396864e-06,,P100
SM2N,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.04907244269842079,-0.4252048987877622,1.1183222410550847e-05,,166.6259765625,167.0,0.576461414672945,-0.4299695248780814,8.716830863904734e-06,,222.16796875,,0.008024138281747008,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2156932976384085,-0.8370772757074211,7.307194776051231e-17,,P100
SM2R,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.03181828037387081,-0.44043538356916556,1.156804288883031e-06,,166.6259765625,167.0,0.5822261670338085,-0.45843334424916715,4.4891664399800463e-07,,222.16796875,,0.01157613726880103,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.339626034552171,-1.0051496210189215,6.682965870656638e-26,,P100
SM3MN,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM3MN,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.09706613203366304,-0.2195685907531717,0.00951160221458514,,166.6259765625,167.0,0.5832692721148938,-0.22570796870802834,0.007694726545954009,,222.16796875,,0.01240853387743881,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.26735383037481075,-0.3006022840633602,0.0003999549331010719,,P140
SM1N,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM1N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.02982568861619138,-0.4339618037525071,5.321046717491712e-06,,166.6259765625,167.0,0.5836053530549187,-0.3719174138842147,8.304456169863982e-05,,222.16796875,,0.008168384177077903,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2368625950754662,-0.9297373891729904,1.7921311793505783e-20,,P100
SM2B,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.00949452292975222,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5835929175410133,-0.7491552634300125,2.0291286674314193e-14,,222.16796875,,0.008526955298797474,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3635964135186352,-0.7740427715573978,5.4523542512698866e-15,,P100
SM2L,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM2L,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.07695057289355713,-0.41644817730224687,1.8567944380472468e-05,,166.6259765625,167.0,0.5816031070478747,-0.4516984544240761,3.4681315107218275e-06,,222.16796875,,0.00858873618030706,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2146627321036496,-0.07352017527543424,0.4390013557199959,,P100
SM3FR,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM3FR,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.30901774422278006,-0.34185379869351434,0.001525119275836865,,166.6259765625,167.0,0.5811361644316724,-0.35486088860851217,0.0010027500148872476,,222.16796875,,0.010422109720640341,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.17848882613826297,-0.4806833329815723,8.291961030932238e-06,,P140
SM3MR,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM3MR,False,,True,True,True,True,False,,True,False,166.6259765625,167.0,0.187636017480289,0.351353620020089,0.01372776684458417,,166.6259765625,167.0,0.5808220384476771,0.3509619987903592,0.013562507164895113,,222.16796875,,0.009187112939924896,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.16536400167250742,0.25781534936207345,0.06902033957797782,,P140
SM2N,072424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072424/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.049948994106503636,-0.3376391057720868,0.00030427777637504703,,166.6259765625,167.0,0.579341355796296,-0.377985189537381,5.25242485096159e-05,,222.16796875,,0.009048495651200767,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.21718366619495216,-0.8064516627146594,5.847601848866037e-17,,P100
SM2R,072424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072424/SM2R,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.06944318395735039,-0.5050227106073676,2.046334726368991e-08,,166.6259765625,167.0,0.5839075150729542,-0.5336919555372267,2.8037557571654936e-09,,222.16796875,,0.011399167247686744,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3219940987897579,-0.6313882276062222,7.998024155741814e-12,,P100
SM3MN,072424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072424/SM3MN,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.07562219237608361,0.07949191869614604,0.4634570094562054,,166.6259765625,167.0,0.5826412185925546,0.08078407219700107,0.4560965399083935,,222.16796875,,0.011813468417422849,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.29280105446722143,-0.04402038149125666,0.6884460762208757,,P140
SM1N,072524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072524/SM1N,False,,False,,True,True,False,,True,True,166.6259765625,,0.022530619839081816,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5792033898900513,-0.3827861734394289,0.0003869927165195251,,222.16796875,,0.007427087454649316,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2392220124516684,-0.7120838286092478,9.593634834210367e-11,,P100
SM2B,072524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072524/SM2B,True,,False,,True,True,False,,True,True,166.6259765625,,0.0096992733150465,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5839819672703639,-0.5718869694390564,5.909984388626649e-10,,222.16796875,,0.008512416326247892,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.35776290328336846,-0.658749903909043,1.7927451687587113e-12,,P100
SM3FR,072524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072524/SM3FR,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.05333662649116495,-0.3445774954384878,0.000998199645696546,,166.6259765625,167.0,0.583938623800176,-0.35604652832415246,0.0006654971568150925,,222.16796875,,0.007710191499967493,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2164042294218125,-0.42967803049961206,3.9506485115861975e-05,,P150
SM1B,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM1B,True,,False,,True,False,False,,True,False,166.6259765625,,0.013911183828025146,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5837176835437408,-0.0189380174460704,0.8332950650555865,,218.6279296875,,0.007495121385186746,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.2962714376052361,-0.057580247767668305,0.5222921855973987,,P110
SM1L,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM1L,False,,True,False,True,False,False,,True,False,166.6259765625,167.0,0.06561883588765675,-0.11441440983745044,0.245889556492815,,166.6259765625,167.0,0.5813143404630934,-0.06868110553446898,0.48355345867453436,,222.16796875,,0.008157342274639422,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.22502633121766055,-0.02007700875564439,0.8407759306525568,,P110
SM2N,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM2N,False,,True,True,True,True,False,,True,True,166.6259765625,167.0,0.039783777418975506,-0.22072125313746846,0.02509649690342805,,166.6259765625,167.0,0.5758896101836486,-0.25090900615006756,0.010926275261357933,,222.16796875,,0.008714470149281742,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.23917443421554435,-0.6517181064851676,2.0828693193644608e-10,,P110
SM2R,072624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072624/SM2R,False,,False,,True,True,False,,True,True,166.6259765625,,0.017696006274652887,,,no real carrier detected at this channel's own frequency (dead channel),166.6259765625,167.0,0.5804727583160014,-0.37615129712874584,0.00010963914245928448,,222.16796875,,0.009907824063448638,,,no real carrier detected at this channel's own frequency (dead channel),222.16796875,223.0,0.3520725327158592,-0.5732455331656401,5.176079003091164e-09,,P110
