peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(reward_seq_3)[T.001]_beta,C(reward_seq_3)[T.001]_se,C(reward_seq_3)[T.001]_tstat,C(reward_seq_3)[T.001]_pvalue,C(reward_seq_3)[T.010]_beta,C(reward_seq_3)[T.010]_se,C(reward_seq_3)[T.010]_tstat,C(reward_seq_3)[T.010]_pvalue,C(reward_seq_3)[T.011]_beta,C(reward_seq_3)[T.011]_se,C(reward_seq_3)[T.011]_tstat,C(reward_seq_3)[T.011]_pvalue,C(reward_seq_3)[T.100]_beta,C(reward_seq_3)[T.100]_se,C(reward_seq_3)[T.100]_tstat,C(reward_seq_3)[T.100]_pvalue,C(reward_seq_3)[T.101]_beta,C(reward_seq_3)[T.101]_se,C(reward_seq_3)[T.101]_tstat,C(reward_seq_3)[T.101]_pvalue,C(reward_seq_3)[T.110]_beta,C(reward_seq_3)[T.110]_se,C(reward_seq_3)[T.110]_tstat,C(reward_seq_3)[T.110]_pvalue,C(reward_seq_3)[T.111]_beta,C(reward_seq_3)[T.111]_se,C(reward_seq_3)[T.111]_tstat,C(reward_seq_3)[T.111]_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.03683444135605696,0.0364314010553376,19127,0.11449734824059467,0.047508162603761714,2.4100563348566277,0.015959439142501898,-0.2163730772135799,0.0675640388379893,-3.2024887933715354,0.0013646868322579049,-0.2614493727087761,0.08269810408664076,-3.1614917366770836,0.001572083620855754,-0.5917911469475071,0.06067646846122361,-9.753223316312516,2.0156830681838821e-22,0.4406053812289832,0.06756829265317382,6.52088966478106,7.164005430560043e-11,0.5908400027608307,0.06560253172443983,9.006359773470706,2.3258091704077362e-19,0.5125086705010897,0.060667405863417456,8.44784218489443,3.1770719967562584e-17,0.19877531208634588,0.05043298126589488,3.9413754074611287,8.130395545803306e-05,-0.027934072971016372,0.012033349334542911,-2.3213880187811777,0.020276370109447883
-2.106,0.03749760877246411,0.03709484597667889,19127,0.07795935825738674,0.04415172471085644,1.7657149016925575,0.07745965056886693,-0.22572290168798148,0.06279065911280508,-3.594848419769958,0.00032539712969214564,-0.2402503879983779,0.0768555070461514,-3.1260009494714356,0.0017746641807074345,-0.5160364921248136,0.05638969358319882,-9.151255474787073,6.179853118766195e-20,0.451012294128454,0.06279461239718201,7.182340600747044,7.104501117656826e-13,0.5773796144409649,0.060967731907260736,9.47024920197505,3.107622657863161e-21,0.4857417358612115,0.05638127125529615,8.615303008365276,7.509819485655058e-18,0.21283644732019172,0.04686990578379598,4.541004377136474,5.632864674135179e-06,-0.023351469334648774,0.011183196698207777,-2.0880853627828158,0.036803335685446595
-2.052,0.03940401997613319,0.039002054925385665,19127,0.018438495353945813,0.04049231031087743,0.45535794851875094,0.6488569141613489,-0.17692438191213086,0.057586399400498256,-3.0723292957017216,0.002126938440057577,-0.19654989555466795,0.07048551468358308,-2.788514724436662,0.005300266463414165,-0.4304928248616964,0.05171596321229845,-8.324176871549051,9.056819358285048e-17,0.4678679077466486,0.0575900250259701,8.124113638354292,4.778138569806903e-16,0.591207583309952,0.0559145613338215,10.573410024274722,4.6717532972658253e-26,0.4902847740626881,0.051708238949719626,9.481753469489345,2.7847844424264537e-21,0.24843058313417574,0.04298520118224033,5.779444466967314,7.611346806639391e-09,-0.02182995408551596,0.010256303098847286,-2.1284427610148775,0.033313141517286336
-1.998,0.041369626221132716,0.04096848368581352,19127,-0.027546523143555268,0.036780907397541064,-0.7489353877494836,0.4539053640226891,-0.13784915336684744,0.052308203889728705,-2.63532568729464,0.008412440785546501,-0.16445527783066796,0.06402502520950162,-2.568609341308967,0.0102182691157925,-0.3620694435887857,0.04697583415918882,-7.707568158594629,1.3448872952563866e-14,0.4680572038672122,0.05231149720131587,8.947501580119914,3.9613773166948587e-19,0.5811702843455085,0.050789601452820986,11.442702201263854,3.208377949119206e-30,0.4799036826699452,0.04696881787919775,10.21749544355665,1.913429426465918e-24,0.2646402725796673,0.03904530741788624,6.7777740804376005,1.2559993797445186e-11,-0.02117309219942789,0.009316241321465886,-2.272707572596065,0.023054857700136874
-1.944,0.045422249359892364,0.045022802660178884,19127,-0.07016302718184537,0.03372882323203416,-2.080209757072331,0.03751958417425889,-0.11727637847395425,0.04796766277440481,-2.444904998300898,0.01449799295488007,-0.1146937101387194,0.05871222083722113,-1.953489554699459,0.05077617824641563,-0.33220366583386585,0.04307777373210095,-7.711718527977512,1.3019870627897382e-14,0.4653066632514732,0.047970682806596276,9.699813219825392,3.3982076032873896e-22,0.5772809362285475,0.046575074152254044,12.39463268145134,3.813429110683814e-35,0.4763136176127349,0.04307133966387616,11.058713783453967,2.424688920280566e-28,0.27338240205861447,0.03580532306351855,7.635244669448584,2.359696693487381e-14,-0.022359247812634184,0.008543178484490089,-2.6172048088690643,0.008872292130505223
-1.89,0.04518646495464573,0.04478691959004888,19127,-0.08951349338771973,0.03150743982329926,-2.8410271951555357,0.004501601223282349,-0.09538596118980736,0.044808508080218724,-2.1287466438079576,0.033287974611087685,-0.09102893767771733,0.05484542855809076,-1.6597360996332082,0.09698395479105962,-0.3166283005377638,0.04024066758121571,-7.868365998121897,3.7833736582435885e-15,0.4483436239614055,0.04481132921281153,10.005140035730614,1.6529819103970835e-23,0.5328276387844748,0.04350763547315563,12.246761585405656,2.3518929344147858e-34,0.4376685912044747,0.0402346572613176,10.877900322646914,1.7683593042404758e-27,0.2554062317190705,0.0334471811843749,7.636106322717128,2.3440140422798748e-14,-0.022971226009384994,0.007980523961598728,-2.8784107559753758,0.0040012733147159266
-1.836,0.04460221905557882,0.04420242921105766,19127,-0.10497777771457147,0.029653285999350104,-3.5401735145599784,0.00040081401843261214,-0.08272086412856942,0.04217161130065378,-1.9615296067021992,0.049831764915011574,-0.08914102079638926,0.05161787780635007,-1.72694083105879,0.08419444322402174,-0.29005515400512133,0.037872579660000245,-7.658711305358159,1.9673137129953045e-14,0.4485254575273975,0.04217426641487714,10.63505060444106,2.425471597993439e-26,0.48854784118918293,0.04094729261013814,11.931139033798376,1.0641870233618516e-32,0.4122834490715622,0.037866923036171535,10.887693427790202,1.5892341408933203e-27,0.23218602010053274,0.03147887721422912,7.375930803389001,1.6986807753522518e-13,-0.02825128452393513,0.007510885073021881,-3.7613788853473547,0.0001694831856573966
-1.782,0.041979047013377624,0.041578159492512756,19127,-0.10414188994820031,0.02832731936650254,-3.676376454856141,0.00023721776227719743,-0.08924062264506208,0.04028587933019662,-2.2151836854202913,0.026759199885099425,-0.09219983899268026,0.049309749674070806,-1.8698095123602487,0.061525546969036046,-0.27774442103793084,0.03617908178154852,-7.676933945282758,1.7075761863164034e-14,0.42298667000211937,0.04028841571920124,10.49896508590002,1.0260226957732186e-25,0.44472378694848375,0.03911630687359351,11.369268279483364,7.4185959597615e-30,0.3566849675928627,0.03617367809745983,9.860345598030564,7.012006632671407e-23,0.19561205042254418,0.03007127804203323,6.50494635276626,7.964670888412883e-11,-0.03378374655773746,0.0071750307939987025,-4.708515897380491,2.5127779960441314e-06
-1.728,0.03831833001474505,0.03791591065289324,19127,-0.12278647200958721,0.02732289930379766,-4.493903470651114,7.033948831373955e-06,-0.05050132696813508,0.0388574368814273,-1.2996566686124686,0.19373433838648932,-0.08791479762857773,0.047561342024946066,-1.8484507351047026,0.06455259659912113,-0.24110430926578083,0.03489625670652221,-6.909173992312985,5.028250172545801e-12,0.4358732899205736,0.03885988333604844,11.21653624513677,4.1703245867694083e-29,0.4223409396635322,0.03772933471098153,11.193967317441336,5.372022608587702e-29,0.3223356555565292,0.03489104462435112,9.23834923909286,2.7587890618491275e-20,0.1810616226208308,0.029005021309943296,6.242423361321943,4.3991463241666077e-10,-0.03184249437229239,0.006920621091944801,-4.601103564151951,4.22956783709241e-06
-1.674,0.034129808625961044,0.033725636561362626,19127,-0.1222539774821021,0.026654340796670586,-4.58664419483122,4.532846745756488e-06,-0.038937231478887814,0.037906642102901705,-1.027187567107328,0.30434514711190996,-0.07184914014837697,0.0463975731486051,-1.5485538417764648,0.12150556166890805,-0.23118076005994778,0.03404238724601467,-6.790967930341373,1.1465656290348174e-11,0.42622843064331395,0.037909028695718605,11.243454272186394,3.081266988203247e-29,0.3839523051934517,0.03680614323672369,10.43174512265549,2.0780661345278736e-25,0.26769002086912064,0.03403730269723001,7.864607347129934,3.898336940773617e-15,0.14385719876943737,0.028295303299034062,5.0841370120372,3.7278716723419004e-07,-0.03204545030513238,0.006751281811578619,-4.746572754550643,2.0838978334378726e-06
