peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Behavioral_State)[T.Exploration]_beta,C(Behavioral_State)[T.Exploration]_se,C(Behavioral_State)[T.Exploration]_tstat,C(Behavioral_State)[T.Exploration]_pvalue,C(Behavioral_State)[T.Left Bias]_beta,C(Behavioral_State)[T.Left Bias]_se,C(Behavioral_State)[T.Left Bias]_tstat,C(Behavioral_State)[T.Left Bias]_pvalue,C(Behavioral_State)[T.Right Bias]_beta,C(Behavioral_State)[T.Right Bias]_se,C(Behavioral_State)[T.Right Bias]_tstat,C(Behavioral_State)[T.Right Bias]_pvalue,Choice_beta,Choice_se,Choice_tstat,Choice_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Choice:Reward_beta,Choice:Reward_se,Choice:Reward_tstat,Choice:Reward_pvalue,Reward_lag1_beta,Reward_lag1_se,Reward_lag1_tstat,Reward_lag1_pvalue,Reward_lag2_beta,Reward_lag2_se,Reward_lag2_tstat,Reward_lag2_pvalue,Reward_lag3_beta,Reward_lag3_se,Reward_lag3_tstat,Reward_lag3_pvalue,Q_diff_abs_beta,Q_diff_abs_se,Q_diff_abs_tstat,Q_diff_abs_pvalue
-2.16,0.059704511329681464,0.0588357978331272,10835,0.4091353492628271,0.0326637794527109,12.525658577114575,9.558455443282424e-36,0.07234360301405683,0.04522148018691187,1.5997619431085037,0.1096805899431944,-0.11554228309515845,0.07488479020845466,-1.5429339225432384,0.12287604269805641,-0.11118921773658044,0.07257742590913843,-1.5320082841706335,0.12554961538946394,-0.016012691314608488,0.017255638844308,-0.9279686170466234,0.35344454086297095,0.039521666338418526,0.020006728803658166,1.9754187066899271,0.0482460144323447,-0.008876695109533882,0.020296968477166645,-0.4373409319485244,0.6618728400570023,0.3299821032920801,0.02664930993877156,12.382388288861303,5.613209900151186e-35,-0.23710698165403718,0.02054494963530599,-11.540888922237835,1.2397852304525199e-30,-0.09579056502164149,0.019270619141202944,-4.97080889408631,6.769551112991108e-07,0.11404377315190559,0.025857221401417628,4.410519265834693,1.0411893159660435e-05
-2.106,0.055960943644959515,0.05508877156776526,10835,0.3298955543348655,0.03021129541131433,10.919609697084272,1.293999374419794e-27,0.08520682595856031,0.04182613034237549,2.0371673224628757,0.04165755351419688,-0.08205757726774655,0.06926223960326672,-1.1847375675082321,0.23614723627291445,-0.06120999752126631,0.0671281183951229,-0.9118384215833084,0.3618740884440902,-0.015110353282254234,0.015960039265850278,-0.9467616608303641,0.34378137716846513,0.043565103482732966,0.018504570023087273,2.3542888826046138,0.018575948571212895,-0.005523859109656087,0.018773017724589263,-0.29424460098499927,0.7685766439533244,0.29080716514718685,0.024648408376425138,11.798212716457915,6.253269284372585e-32,-0.20565958755459446,0.019002379793232726,-10.82283323417394,3.695493163055169e-27,-0.08620614246247679,0.017823729445537027,-4.836593975794576,1.3390255937608442e-06,0.10819554787250744,0.023915791967826117,4.52402111617557,6.132168931719409e-06
-2.052,0.05200763665988717,0.0511318122296025,10835,0.24739548623349755,0.027747846854530186,8.915844444813459,5.6182706952903e-19,0.10875384024988785,0.0384156006373433,2.8309811234389417,0.004649101501181404,-0.06558463303075329,0.06361455181406966,-1.030969033978919,0.3025783769906696,-0.02706066723616662,0.06165444822875956,-0.4389085948147988,0.6607365294690988,-0.016473016764859166,0.014658647347351056,-1.1237746822414676,0.2611335471258821,0.029707942601999868,0.01699569542182759,1.7479686393912384,0.0804978103177929,-0.010760826289685815,0.017242253724221276,-0.6240962731321722,0.5325775140656062,0.2696341138479741,0.0226385612243831,11.910390911130953,1.667193825665806e-32,-0.18655334418611896,0.017452913461525145,-10.688951423346872,1.554925510012786e-26,-0.07595672032472056,0.01637037102507435,-4.639889970018293,3.5268577660858353e-06,0.08186368696154524,0.021965682831313327,3.7268901490667026,0.00019484398453989033
-1.998,0.04951717464201155,0.04863904934142205,10835,0.16767156040335165,0.025156845876858198,6.665047010427998,2.774467802513125e-11,0.13274500933630842,0.03482848055083602,3.8113924936390036,0.00013895182399530288,-0.02463779832716863,0.057674438088902914,-0.4271874879680738,0.6692512710646161,-0.004655363716519163,0.055897362409595815,-0.08328413928382394,0.9336271515823377,-0.012409832065470177,0.013289871967861218,-0.9337811602309463,0.3504376192078682,0.02524361699812639,0.015408694322786234,1.6382709961866375,0.10139424066221196,-0.017219503248107677,0.015632229836928843,-1.1015385154732777,0.2706868449153122,0.2307342353743768,0.02052464822158421,11.241811936719635,3.685598292203316e-29,-0.16648808298077342,0.015823218873721356,-10.521758202894542,9.130943718436781e-26,-0.07805487481852592,0.01484176062322272,-5.259138507893358,1.4749285932621174e-07,0.07620408121533119,0.019914600958563483,3.8265432169035076,0.00013068627473729116
-1.944,0.04734039811498969,0.04646026174961182,10835,0.09365874159320382,0.022907595655788107,4.088545258111315,4.37225086106159e-05,0.15372209819944527,0.031714498457772175,4.84706067176582,1.2704494783951638e-06,0.008131712805392724,0.052517820154502334,0.1548372110927303,0.8769525417417978,0.03886413417977243,0.050899631160915115,0.7635445148297161,0.4451553670121018,-0.010197928458484828,0.012101636860486212,-0.8426900076453874,0.3994204570041151,0.03475826964141879,0.014031017276880796,2.4772451601702983,0.013255244471000243,-0.01470060702160847,0.014234566688351257,-1.0327400435475562,0.3017486425440255,0.20740822886841692,0.018689558489915922,11.097545668632325,1.8357672714517611e-28,-0.14291030504799437,0.014408479572778313,-9.9184861474206,4.339890616231539e-23,-0.06575077279947705,0.013514772592757344,-4.865103896362513,1.1600902280491322e-06,0.06227951840746085,0.018134054985994776,3.434395586401405,0.0005961033314691042
-1.89,0.04560481350262091,0.044723073677697234,10835,0.036491089960261264,0.02089320967078667,1.7465526137558407,0.08074333794498305,0.1444886075779335,0.028925674952475847,4.9951680579735696,5.97023105691025e-07,0.0301714186577538,0.047899650597483585,0.6298880739505616,0.5287811120317054,0.05718533539195814,0.04642375751651617,1.231811866405112,0.21804612923832756,-0.006422863206047187,0.011037475957105646,-0.5819141288287302,0.5606366422842656,0.0411443270810133,0.012797195753986915,3.215104923920145,0.001307796073144088,-0.01709615496058691,0.012982845989660733,-1.316826447313781,0.1879246843871384,0.18440645638663442,0.017046086811191807,10.81811083266103,3.888760301343027e-27,-0.13102909992891895,0.013141465794784963,-9.970660957845077,2.5820731327370148e-23,-0.056056996835031084,0.01232634719402052,-4.547737943177862,5.481467168455037e-06,0.053717019741211694,0.016539431666990824,3.2478153314312124,0.0011664909083491145
-1.836,0.04631988371630036,0.04543880452535087,10835,-0.03651620301067418,0.019383418755717575,-1.883888671594783,0.05960681601864588,0.15972476252506917,0.026835439802222583,5.952008377810911,2.73085540831191e-09,0.05000863025272125,0.044438312753917034,1.125349437312136,0.26046594043467564,0.09714711069423997,0.0430690710683249,2.255611934144702,0.024114827540260595,-0.016076637495783676,0.01023988280660795,-1.5700020985991345,0.11644385313884793,0.0480975898765579,0.011872441243207013,4.051196286532698,5.13121921061282e-05,-0.015793037319236022,0.012044675970032868,-1.311204830958431,0.1898163851240599,0.15462885236161478,0.015814297755774386,9.777788097176433,1.7375074805944693e-22,-0.12163711539759847,0.01219183354678242,-9.97693373444227,2.4253790240055054e-23,-0.05166596005987016,0.011435617272540777,-4.517986115531389,6.30918816934544e-06,0.0646516255299325,0.015344254666199798,4.2134093141941,2.5358403742600838e-05
-1.782,0.042648191050015494,0.04176371968180592,10835,-0.09453771172260143,0.018013774105451685,-5.248079118189373,1.566012824952536e-07,0.16534838707227237,0.024939230623343616,6.630051647122706,3.5154743142202035e-11,0.07250266678786516,0.041298273419406374,1.7555859067414572,0.0791874237791946,0.08947540715170223,0.04002578321884519,2.2354442550814313,0.025408508068169158,-0.01719715750567571,0.009516326199686726,-1.807121482052794,0.07077109464050257,0.054140153553823005,0.011033527022795921,4.90687641784592,9.388646813196276e-07,-0.016599278665535927,0.011193591534699425,-1.4829269599555437,0.13812293184984614,0.12574977120396724,0.01469684945669561,8.55624000058584,1.3234407866832317e-17,-0.11486422907333958,0.011330350863839447,-10.137746875952987,4.809798436228835e-24,-0.04265028201461893,0.010627569310660803,-4.013173734076265,6.031131893246023e-05,0.05752984533610564,0.014260019909641247,4.0343453726323,5.5130998502816456e-05
-1.728,0.03693275075207558,0.03604299904360553,10835,-0.14648543948989712,0.01709890006480897,-8.566951028117705,1.2067583704285623e-17,0.16002565486400222,0.02367263015653784,6.759944028433478,1.4514924197703943e-11,0.08170446924360457,0.039200838531325624,2.0842531003084037,0.037160541184493086,0.08324912058874841,0.03799297489067635,2.1911714159866467,0.028460630324719707,-0.025374886875528163,0.009033016053161314,-2.8091267331078895,0.00497651424948476,0.05005105793663525,0.010473162082567712,4.778982464135053,1.7850193476597915e-06,-0.01897119632925986,0.010625097322620052,-1.7855080055475423,0.07420694339276988,0.0975626868557082,0.013950433632423917,6.993523601227045,2.838809650022832e-12,-0.10624619273544411,0.010754910991216456,-9.878853746183065,6.427127923695959e-23,-0.03651570930732978,0.01008782193620515,-3.619781310401114,0.00029619762248684077,0.05339598065503903,0.013535789553581059,3.944799854021997,8.037068281555055e-05
-1.674,0.028547690551897098,0.02765019211375208,10835,-0.17886501099596827,0.01637522460825923,-10.922904282226058,1.2483907817900661e-27,0.14904886525738992,0.02267073521760411,6.574505141838171,5.1062668571604303e-11,0.07652929922256663,0.03754174440165847,2.0385120734876083,0.04152300012628649,0.0847568006340329,0.03638500108268391,2.3294434000819573,0.019853888603444936,-0.02168262158141855,0.008650712396697098,-2.5064550278769095,0.012209402640850499,0.045767381363852756,0.01002990723442574,4.563091192585008,5.096063381859626e-06,-0.01729666835227377,0.0101754121307838,-1.6998494144473957,0.08918798491253263,0.06848577031468575,0.013360010482996378,5.126176390493804,3.0079063437960804e-07,-0.10074359732935878,0.01029973170528457,-9.781186560196458,1.6806319976795708e-22,-0.020777407698176254,0.009660875809986164,-2.1506753742449787,0.03152390447839292,0.046436860304959506,0.012962915354198547,3.582285237241722,0.0003420963893942229
