mouse,n_trials,beta_rpe,se_rpe,t_rpe,p_rpe,r2_rpe,r2_outcome_only,r2_outcome_plus_value,r2_outcome_x_value,interaction_coef,interaction_p
SM1B,9443,-0.2830209155402366,0.02000539838362417,-14.147227169037993,5.5873659008725215e-45,0.020759365881595215,0.030733254673637633,0.031580128660448015,0.03207150268823877,-0.12312662875932093,0.02862062868473467
SM2B,8177,-1.08521246717251,0.03021403063638371,-35.917500721194685,1.8461226667035083e-262,0.13629770158029741,0.07499353158874456,0.137439425466498,0.1389157285739303,-0.3086839300865936,0.00018285843876905144
