mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
SM1L,-0.18050264294370627,0.02876396002854021,0.0046939756513181274,10324,-0.014184284405439175,0.7505383363304178,3.719916900679632e-05
SM1N,0.3398756913259561,0.0016904092626562,0.01846503096267571,5438,-0.028729073119000668,0.6248677431888163,0.0001540397701766949
SM2L,0.009583072623310845,0.9447425765380197,0.05237041281798249,4291,0.027752986562895002,0.7156437077047406,0.0017221550176687028
SM2N,0.5009646656804433,9.88808350692633e-07,0.029113960301924147,8560,0.04059240515668572,0.4675570931012232,0.018775092454898612
SM2R,0.722370052239758,3.164906890208857e-12,0.02927698091573705,7618,0.016425315020463186,0.7514766030012833,0.0134861545343814
SM3FR,0.004464883850638333,0.9863186156499458,0.04569729568596692,752,0.12125633634992451,0.39911051322937785,0.004097060063390501
SM3MN,-0.5372404440549859,1.664293466794045e-09,0.03198055014735346,5959,-0.042547190045891366,0.42068565310027406,0.01859049866049134
SM3MR,-0.052444707280093594,0.6434084976190866,0.019162269529137466,3226,-0.04591945138865922,0.4892063462985359,0.01114603457054375
