mouse,n_trials,r2_signed,r2_unsigned,delta_r2
SM1L,10324,0.038564268546155064,0.025900939301932557,0.012663329244222508
SM1N,7789,0.04020217216859832,0.020475963625792314,0.019726208542806004
SM2L,8151,0.09598587924311106,0.013510493364516974,0.08247538587859408
SM2N,10247,0.026067388799573578,0.01219259153044292,0.013874797269130658
SM2R,9668,0.07237341238825945,0.04362183766285217,0.028751574725407278
SM3FR,752,0.06802181296566875,0.016118548086189864,0.05190326487947889
SM3MN,5959,0.022747841275227554,0.0029557716302837543,0.0197920696449438
SM3MR,3226,0.030006877048822232,0.011675608345657418,0.018331268703164816
