peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(word_l1)[T.R]_beta,C(word_l1)[T.R]_se,C(word_l1)[T.R]_tstat,C(word_l1)[T.R]_pvalue,C(word_l1)[T.l]_beta,C(word_l1)[T.l]_se,C(word_l1)[T.l]_tstat,C(word_l1)[T.l]_pvalue,C(word_l1)[T.r]_beta,C(word_l1)[T.r]_se,C(word_l1)[T.r]_tstat,C(word_l1)[T.r]_pvalue
-2.16,0.08423419221063788,0.08349047336294757,3698,0.8303487776962633,0.04182051240135409,19.855059874143905,1.9376661611467812e-83,0.08446601838274652,0.05896215559365526,1.4325463092776691,0.15207215017980316,-1.04940332993007,0.08674994334605252,-12.096876256666999,4.590811135408527e-33,-1.0252580447585515,0.07998155483630032,-12.818681092871545,7.769810370852047e-37
-2.106,0.0958134973625907,0.09507918239022684,3698,0.8147329841772962,0.03822627798763504,21.31342696876834,3.676086896719953e-95,0.07894671593801174,0.05389469475750081,1.4648327872201985,0.14305164371794263,-1.0415448301096137,0.07929428070925362,-13.135182270315566,1.4943170939208028e-38,-0.9999773842669675,0.07310759657159764,-13.678159742095248,1.3904184459817295e-41
-2.052,0.10999241853055342,0.10926961865388629,3698,0.7940790193574204,0.03495444367123744,22.717541346848414,4.724111470024879e-107,0.07387563852185024,0.049281781309939855,1.4990456220978754,0.13394724768166405,-1.0299205022426152,0.07250738534888085,-14.204353077786331,1.2622234940417914e-44,-0.9906494816170272,0.066850227142911,-14.818939649961662,2.627612032224049e-48
-1.998,0.12858427849995557,0.12787657758915427,3698,0.7701039457998133,0.031310902760439484,24.595392591899962,7.812672586743286e-124,0.05344854544268374,0.044144803933083,1.2107550760380277,0.22606674517710645,-0.9976796905850599,0.06494944429456433,-15.360865692095791,1.1475674484212063e-51,-0.997628701318377,0.0598819704090252,-16.659917743254784,3.814311685729955e-60
-1.944,0.14741185914212807,0.14671944863249797,3698,0.7471760239138446,0.028394494914187586,26.314115682350483,5.073169541323981e-140,0.02992824274325694,0.04003300129530151,0.7475892832139338,0.45475551656146207,-1.0136228482046337,0.05889982412233173,-17.209267825645696,6.596549969969718e-64,-0.9733845914165002,0.05430435261607678,-17.92461459393828,5.840914663114014e-69
-1.89,0.15260678473272404,0.15191859316645395,3698,0.6922872406942462,0.02637259153453338,26.250254541262514,2.0905391687192962e-139,0.02166309502708585,0.03718234799573436,0.5826177257437074,0.5601862300451395,-0.9893253832647844,0.054705709952881355,-18.08449948125893,4.108033315145892e-70,-0.9043443200379725,0.05043747086959015,-17.930009265853602,5.342219468118315e-69
-1.836,0.1540361778393099,0.15334914712288272,3698,0.6510155616367601,0.024508480784605255,26.562868884377718,1.9958216763700707e-142,0.010843866544132335,0.034554164318159226,0.31382227752021097,0.7536737433331342,-0.9212907425484675,0.050838911277746125,-18.121763810306987,2.2065653009320668e-70,-0.8571829250723273,0.046872366866668236,-18.287596346705612,1.3707252803100678e-71
-1.782,0.16115435413035017,0.16047310428259465,3698,0.6017543102168077,0.02297603647023709,26.190518586454793,7.844914521778188e-139,0.014368695706407348,0.03239359250987449,0.44356598305752476,0.6573823821078881,-0.8865469589422537,0.047660101411033114,-18.601449277172996,6.7324787639765794e-74,-0.8221293136529709,0.04394157353283894,-18.70960112610823,1.0594740109451743e-74
-1.728,0.15732293094420902,0.1566385694912671,3698,0.5379123393764398,0.021690151435796882,24.799842498502926,1.0176106065070372e-125,0.024786447680480436,0.030580641182339788,0.8105274030288979,0.4176893352767329,-0.8379803420141289,0.04499273921286901,-18.624790503407407,4.520412161671462e-74,-0.7417060856344456,0.041482323789358344,-17.88005149857875,1.2197799801717742e-68
-1.674,0.13913861541010863,0.13843948596945632,3698,0.4846760654543366,0.021187224904595597,22.875863527988905,1.9840129623920868e-108,0.03387024287756302,0.029871572099199918,1.1338620801437564,0.25692598319332,-0.7387844056142104,0.043949498812793815,-16.80984824789739,3.6723465196886504e-61,-0.6832855658228625,0.04052047890453565,-16.862721870406595,1.6018864937425837e-61
