mouse,interaction_coef_post,interaction_p_post,r2_post,n_trials,interaction_coef_pre,interaction_p_pre,r2_pre
SM1L,-0.13260340862206876,4.262327045106078e-06,0.09420395777815205,10835,0.03916641558024489,0.04964621284878248,0.020157340450195793
SM1N,-0.18849309713739057,2.698484476535212e-06,0.1932637151247858,7789,0.04216501139880116,0.10256195409773927,0.02758801340096384
SM2N,-0.167830216795389,8.64406002466155e-06,0.1807063812898746,10247,0.00835960028787316,0.7322351402308005,0.004642058787866277
SM2R,-0.24494125584352963,2.733994732105049e-10,0.18202605087949475,9668,-0.024245888680192035,0.3061500393520944,0.01301113086543193
SM3FR,-0.054858199711384725,0.5517512727026865,0.17157211753033885,752,0.0191476412582599,0.7407724329896217,0.08512058584529192
