peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(word_l1)[T.R]_beta,C(word_l1)[T.R]_se,C(word_l1)[T.R]_tstat,C(word_l1)[T.R]_pvalue,C(word_l1)[T.l]_beta,C(word_l1)[T.l]_se,C(word_l1)[T.l]_tstat,C(word_l1)[T.l]_pvalue,C(word_l1)[T.r]_beta,C(word_l1)[T.r]_se,C(word_l1)[T.r]_tstat,C(word_l1)[T.r]_pvalue
-2.16,0.003486807437283801,0.0033782272034665883,27537,0.38384458236767405,0.019408536419509192,19.777100862785243,1.8696292086497768e-86,-0.047597658517644345,0.027034912703402837,-1.7605996749400752,0.07831728432003625,-0.22585418286746295,0.03169121210458523,-7.12671330216446,1.0532321605745737e-12,-0.2445078123509138,0.03067368653457622,-7.97125614735933,1.6311200866639506e-15
-2.106,0.003838661938430077,0.0037301200427345416,27537,0.35535942809939874,0.017963498725106834,19.782305971538143,1.6887168063206302e-86,-0.06505442336119327,0.025022062940964016,-2.5998824922901,0.009330546954200271,-0.22146288556756952,0.029331683540319384,-7.550295749752865,4.4771746746965e-14,-0.24699897351784084,0.028389916532001982,-8.700235988345229,3.493242710303607e-18
-2.052,0.004080379707743664,0.003971864149654225,27537,0.3251424586764957,0.016449903869423983,19.76561451406713,2.3401886502016704e-86,-0.08277634588526779,0.02291371721580293,-3.612523673294673,0.00030377084206011134,-0.20995110135735504,0.026860211473850842,-7.816435159557408,5.62727278465954e-15,-0.24218936593990376,0.02599779725314206,-9.31576485429484,1.2983098848408955e-20
-1.998,0.004682605455432642,0.004574155515955081,27537,0.29212702395016,0.014957921092209484,19.529921447593956,2.2787801423021707e-84,-0.10099048013963294,0.020835475803615368,-4.8470445835515354,1.2599641543613917e-06,-0.19706318801004755,0.024424028671238027,-8.068414538102433,7.409311258857237e-16,-0.24636004435761977,0.023639834188123817,-10.421394769400969,2.2078410060333336e-25
-1.944,0.0057809840739883045,0.005672653814017381,27537,0.26443661548369557,0.013650167169882588,19.372408571460017,4.717497093303368e-83,-0.10609642592800926,0.019013853999505406,-5.579953750079762,2.4284347247330165e-08,-0.19448060460784228,0.022288663796872454,-8.725538972647243,2.795889726264532e-18,-0.25347526601778964,0.02157303053993652,-11.749636452261543,8.44846721656225e-32
-1.89,0.006049303101795855,0.005941002077908375,27537,0.2294268575900596,0.012572170962685224,18.2487860108655,5.779228001578211e-74,-0.10602222382717354,0.01751227074117762,-6.054167697275107,1.4297027314699375e-09,-0.1701592579028742,0.020528458611287728,-8.288944685272709,1.194008153175356e-16,-0.24540929613236456,0.019869341141090534,-12.351154192267053,5.943311517160448e-35
-1.836,0.006180537207972847,0.00607225048337412,27537,0.20198170804866628,0.011699701196390988,17.263834747418308,1.971997462842468e-66,-0.11383274469272195,0.016296973335010845,-6.984900959994496,2.915334384742526e-12,-0.16200424333827287,0.01910384709907316,-8.480189487390351,2.359230601716522e-17,-0.23059085591151923,0.018490470341986708,-12.470794503691538,1.344751882293835e-35
-1.782,0.006016075390857356,0.0059077707464731954,27537,0.17131246790487595,0.010996702819462283,15.578530284703355,1.7412209107058595e-54,-0.10941924285912327,0.015317739283555145,-7.14330233943816,9.337766157095369e-13,-0.14634873204730053,0.017955956800140963,-8.150427943007283,3.7789197750948295e-16,-0.21501507789570365,0.01737943593000747,-12.371809923039962,4.602960732005524e-35
-1.728,0.005704745531029953,0.005596406964095468,27537,0.13916864773203735,0.010400701239508437,13.380698524767432,1.0510530150284022e-40,-0.10881233865892723,0.014487545273204836,-7.510750552074478,6.057189780954683e-14,-0.12248004527667773,0.016982776129701577,-7.212015535108509,5.655185355364284e-13,-0.2004203267859998,0.016437501657249012,-12.192870362243495,4.154686271744537e-34
-1.674,0.005528295656433979,0.005419937863493485,27537,0.11703353546824431,0.009963540655180137,11.746179347137755,8.799412032617937e-32,-0.11328392857377197,0.01387860712458667,-8.16248543941298,3.420872104691158e-16,-0.10664231123179395,0.016268958843211775,-6.554956113635414,5.6641862654877404e-11,-0.18776506759562087,0.01574660325877526,-11.92416323126597,1.0662231940232925e-32
