peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(word_l2)[T.LR]_beta,C(word_l2)[T.LR]_se,C(word_l2)[T.LR]_tstat,C(word_l2)[T.LR]_pvalue,C(word_l2)[T.Ll]_beta,C(word_l2)[T.Ll]_se,C(word_l2)[T.Ll]_tstat,C(word_l2)[T.Ll]_pvalue,C(word_l2)[T.Lr]_beta,C(word_l2)[T.Lr]_se,C(word_l2)[T.Lr]_tstat,C(word_l2)[T.Lr]_pvalue,C(word_l2)[T.RL]_beta,C(word_l2)[T.RL]_se,C(word_l2)[T.RL]_tstat,C(word_l2)[T.RL]_pvalue,C(word_l2)[T.RR]_beta,C(word_l2)[T.RR]_se,C(word_l2)[T.RR]_tstat,C(word_l2)[T.RR]_pvalue,C(word_l2)[T.Rl]_beta,C(word_l2)[T.Rl]_se,C(word_l2)[T.Rl]_tstat,C(word_l2)[T.Rl]_pvalue,C(word_l2)[T.Rr]_beta,C(word_l2)[T.Rr]_se,C(word_l2)[T.Rr]_tstat,C(word_l2)[T.Rr]_pvalue,C(word_l2)[T.lL]_beta,C(word_l2)[T.lL]_se,C(word_l2)[T.lL]_tstat,C(word_l2)[T.lL]_pvalue,C(word_l2)[T.lR]_beta,C(word_l2)[T.lR]_se,C(word_l2)[T.lR]_tstat,C(word_l2)[T.lR]_pvalue,C(word_l2)[T.ll]_beta,C(word_l2)[T.ll]_se,C(word_l2)[T.ll]_tstat,C(word_l2)[T.ll]_pvalue,C(word_l2)[T.lr]_beta,C(word_l2)[T.lr]_se,C(word_l2)[T.lr]_tstat,C(word_l2)[T.lr]_pvalue,C(word_l2)[T.rL]_beta,C(word_l2)[T.rL]_se,C(word_l2)[T.rL]_tstat,C(word_l2)[T.rL]_pvalue,C(word_l2)[T.rR]_beta,C(word_l2)[T.rR]_se,C(word_l2)[T.rR]_tstat,C(word_l2)[T.rR]_pvalue,C(word_l2)[T.rl]_beta,C(word_l2)[T.rl]_se,C(word_l2)[T.rl]_tstat,C(word_l2)[T.rl]_pvalue,C(word_l2)[T.rr]_beta,C(word_l2)[T.rr]_se,C(word_l2)[T.rr]_tstat,C(word_l2)[T.rr]_pvalue
-2.16,0.05553128702345567,0.051683641533328495,3698,0.4263818369796473,0.050345831933112754,8.469059316491569,3.526053381982491e-17,-0.42461191349528116,1.6818823731250916,-0.25246231263266844,0.8006978329094802,0.1535186746872619,0.1262100840858761,1.2163740781822507,0.22392042324020614,-0.6192829031608874,0.25033274220396445,-2.4738390100656997,0.013411762515543784,-0.21784663417248545,0.6373983430194586,-0.341774710521698,0.7325399473208904,0.02269547945183863,0.0707623708562819,0.3207280815665866,0.7484346659419738,-1.2641122815396668,0.31103240442260827,-4.064246244330487,4.919401598417574e-05,-0.007508350362491441,0.125710848433489,-0.0597271473071312,0.9523761912467236,-1.0063913766424775,0.16274365159361792,-6.18390558886749,6.936907791924359e-10,-0.762461729419128,0.15972440843095523,-4.773608097279138,1.879905533593967e-06,-1.063935598950069,0.15856939082600516,-6.709589999733953,2.2506637648038762e-11,-0.9960491829627103,0.24538158751572836,-4.059184688822123,5.026760728588736e-05,-0.7706825467726017,0.15370653829361067,-5.0139867524727,5.582725745066431e-07,-0.9843666805000199,0.15914329008418043,-6.185411147270672,6.871695484989607e-10,-0.7452151450538997,0.2430197010074847,-3.0664803798394438,0.002181674410063589,-0.742092134461228,0.12697311562788283,-5.84448235984112,5.522855607378373e-09
-2.106,0.04901105239338266,0.045136844296125855,3698,0.3539753884658327,0.04695405901732261,7.538760138612122,5.93986081780274e-14,-0.3493068832949625,1.5685748189210142,-0.2226906100247373,0.8237886619033917,0.1895744839125006,0.11770737535179868,1.6105573957953665,0.10736194289435351,-0.6627466361955048,0.2334679535543117,-2.8387049533174147,0.004554517010189529,-0.11171134277794512,0.594457143054879,-0.18792160895547044,0.8509484582933988,0.009550059220712028,0.0659951461683216,0.14470850926452167,0.8849489405231574,-1.187243166413733,0.29007831061291117,-4.092836737449234,4.352664344328117e-05,0.008044107441593378,0.11724177294965986,0.06861127428572135,0.9453027700193516,-0.8927261736364783,0.15177969512497974,-5.881723328679651,4.422030198584105e-09,-0.5889294050329064,0.14896385682806462,-3.9535053507150653,7.846155801533047e-05,-0.9533716897047282,0.1478866521676883,-6.446637852236337,1.2919072779995808e-10,-0.8076292528287987,0.22885035562199055,-3.5290714346226366,0.0004221207481214139,-0.6398498714587777,0.14335140752018824,-4.463506027094065,8.304360335269663e-06,-0.8363896996902855,0.14842188812672777,-5.635218027789452,1.8794933456595194e-08,-0.6967448010422858,0.2266475881983113,-3.0741328711278872,0.0021266211378354076,-0.6307280204864021,0.11841900184956042,-5.326239966856665,1.0626993714758728e-07
-2.052,0.04636576501176959,0.042480780349948954,3698,0.27713269895332704,0.04317439373150932,6.418913504072472,1.547370899670801e-10,-1.3261477929599168,1.4423091048303671,-0.9194615693117237,0.35791442855088784,0.18431194970252268,0.10823227373518966,1.7029296654478132,0.08866562917111423,-0.6223484332592866,0.214674461833531,-2.899033391973218,0.0037652831257494017,-0.22619461723778975,0.5466050707414002,-0.4138172683451062,0.67903203825249,0.013748364079941715,0.06068272870697807,0.22656140178417444,0.820777385234013,-1.0558568463782985,0.2667278496786074,-3.9585549377410296,7.68282734157313e-05,0.028079249591802368,0.10780415097321798,0.2604653841091718,0.7945193783579814,-0.736560158023451,0.13956187079282636,-5.277660394197804,1.383977448884531e-07,-0.5182873649573136,0.13697269929499215,-3.7838734844605835,0.0001568622644646635,-0.8261954454076401,0.1359822064790389,-6.075761430853049,1.3594911037319293e-09,-0.7423056047527659,0.210428567114391,-3.5275895042769614,0.0004244827184286747,-0.5399401987473216,0.13181203584463963,-4.096289047410834,4.2885831844726056e-05,-0.7388579854996579,0.13647435749896045,-5.41389605373512,6.560807566532628e-08,-0.6052081480193316,0.20840311606629772,-2.9040263861832147,0.003705890813540586,-0.6157680516044185,0.10888661636811955,-5.65513074189627,1.6757348617058192e-08
-1.998,0.04015423591763834,0.03624394627580363,3698,0.1939836149363479,0.03934108298837302,4.930815325894266,8.550214814898914e-07,-1.0630906724958007,1.3142512791466558,-0.8088945313304668,0.4186280782752245,0.17875311191986312,0.0986226903269488,1.8124947851987219,0.06999119170688478,-0.47756701053432904,0.19561423076367576,-2.441371513053589,0.014678372358767313,-0.1814485715355762,0.4980738255094238,-0.36430055594668687,0.7156545038041302,0.01672201991028869,0.055294911165824794,0.3024151690946886,0.7623526741990991,-0.8278733911191156,0.24304597152589927,-3.406241979332278,0.0006656930343554378,0.0761995573311665,0.09823257916030032,0.7757055549444615,0.4379726780887955,-0.612395402195081,0.12717063672086065,-4.815540898322999,1.5270852563216612e-06,-0.4284139581594757,0.12481134914404204,-3.432492005715382,0.0006046542111411399,-0.675763539787399,0.12390879888904295,-5.453717135879328,5.25727688093051e-08,-0.6305719225345208,0.19174531490710697,-3.288591029407983,0.0010163653299080204,-0.41330401721460436,0.12010888382772632,-3.441077829075587,0.0005858487541258482,-0.6621593902423228,0.12435725345769197,-5.324654347304305,1.0719391369328323e-07,-0.6166257643851385,0.1898996969172527,-3.2471129464405006,0.001176274042015018,-0.48621415356012226,0.0992189360550304,-4.9004169253583845,9.975413118538844e-07
-1.944,0.03394419339678545,0.03000860483104717,3698,0.10365330720336227,0.035949768593993944,2.883281624813558,0.003958368323662818,-1.1062241555693901,1.2009590425776113,-0.9211173040465291,0.35704953343615986,0.18499109233544114,0.0901211310430567,2.0526938598568956,0.04017280642853959,-0.23619467616299428,0.1787517220032966,-1.3213560882990447,0.18646476130429301,-0.13529298363799766,0.4551384306090655,-0.2972567784639693,0.7662872454296105,0.041020353512465815,0.05052833094158452,0.8118287849224464,0.4169423615400889,-0.6713750636404823,0.22209471042372703,-3.0229223485763725,0.0025207102223840654,0.07044347705663631,0.08976464857990005,0.7847574537534578,0.43264627662425104,-0.5044436535924789,0.11620816242951316,-4.340862492326669,1.4574032056608283e-05,-0.3694716382173825,0.1140522522208801,-3.23949445120858,0.001208061142898248,-0.5177773356618541,0.11322750439120655,-4.572893648462905,4.968560041902245e-06,-0.46362176987751225,0.17521631781032132,-2.645996535433426,0.008179709338765736,-0.34051144371798403,0.10975515292666913,-3.102464300200014,0.0019337098899567305,-0.5659631223473728,0.11363730088747018,-4.980434398981547,6.635483080514893e-07,-0.5837949233721844,0.17352979739430271,-3.364234455052452,0.0007754134348285975,-0.36658803393026085,0.0906659786761538,-4.043281055175747,5.378729595842887e-05
-1.89,0.029613509349232126,0.025660278127135006,3698,0.028413330112019675,0.03321383589648923,0.8554666856478033,0.3923485023733061,-1.0841824529506356,1.1095608711440132,-0.9771275115648128,0.3285702222602984,0.14776130281808852,0.08326252363610948,1.7746435775099072,0.07603936469696886,-0.2946479282227982,0.16514794372902428,-1.7841453037178487,0.07448238070861052,-0.3021341370443267,0.42050042978470525,-0.7185108876084105,0.4724879278197742,0.04432103578063827,0.04668290666821337,0.9494060876637035,0.3424764251882463,-0.48324852689536846,0.2051923434835228,-2.3551001888828953,0.01856990463456876,0.09252988761067148,0.08293317102844791,1.1157162624220853,0.26461641720526036,-0.3440969726058682,0.10736421923481453,-3.204950169230024,0.0013623986424147264,-0.3615490230181796,0.10537238310686049,-3.43115541623012,0.0006076317949892761,-0.39001978734619647,0.10461040215003899,-3.7283078865025767,0.00019566899466359446,-0.4463837867502374,0.16188159906852323,-2.757470826324656,0.005853773852444909,-0.2869117237064426,0.10140231163294598,-2.8294396753498066,0.004688203361603561,-0.5142170927798304,0.10498901136256476,-4.897818220271207,1.010734362407007e-06,-0.5311603022822496,0.160323430142143,-3.313054753203085,0.0009317442035047251,-0.31939100785466046,0.08376590601051787,-3.8128998188661254,0.0001395945525665188
-1.836,0.024855067282943177,0.02088245077268902,3698,-0.019870517735473034,0.030834241465770365,-0.6444302434853683,0.5193366218959787,-0.69140214987321,1.0300667447279508,-0.6712207276003411,0.5021220313040982,0.11791948741974402,0.07729720730981827,1.5255336062415015,0.1272119446074697,-0.23458475954428676,0.1533159732102623,-1.5300738379201357,0.12608435672063054,-0.21189393001314094,0.39037381375790836,-0.5427974995898359,0.5873020885636728,0.04040182570936078,0.04333832505880068,0.932242435639686,0.3512723726277881,-0.15272412997288215,0.19049140501615489,-0.8017376424932672,0.4227564738908055,0.0735588739319849,0.07699145106222112,0.9554161262987216,0.33943002379393117,-0.2518897600306546,0.09967214479493783,-2.5271831016467465,0.011539682081133937,-0.3467407667186797,0.09782301311617042,-3.544572546614417,0.0003981395012823802,-0.3286657266373537,0.09711562403626484,-3.384272406205449,0.0007211340960335151,-0.42630998297235967,0.15028364474672085,-2.8367024481661813,0.004583114503395381,-0.22312177620576906,0.09413737611704301,-2.370172033777073,0.01783105154590023,-0.4841890235379863,0.09746710791534967,-4.967717149856393,7.082531919016373e-07,-0.45775700391383695,0.1488371103244337,-3.0755569153151567,0.00211651807285172,-0.24857031050458817,0.07776452501833268,-3.1964486434654966,0.0014030753023724723
-1.782,0.018710568581092768,0.014712920164122734,3698,-0.08131332912296914,0.029058935545979908,-2.7982211872250855,0.005165215495830318,-0.6140706248965876,0.9707598345279749,-0.6325669883068196,0.5270557296748984,0.13397013765068058,0.07284675926254823,1.8390679147144564,0.06598567462755234,-0.26800755349795435,0.14448868439432797,-1.8548688059649552,0.06369484804136072,-0.3407594037062971,0.3678977316637554,-0.9262340438068759,0.35438506851661455,0.05229169498954355,0.04084308660397755,1.2803071299819702,0.20051779111675072,-0.006600206161190444,0.17952371121477498,-0.03676509424036038,0.9706742989963777,0.06679005407666123,0.07255860717352833,0.92049801778759,0.35737287158350906,-0.1198189153763335,0.09393344196713846,-1.2755724997094302,0.2021871492657704,-0.2862316373433995,0.09219077551208776,-3.104775241920703,0.001918706026099529,-0.2398944252221153,0.0915241149197808,-2.6211062017084608,0.008800536636862534,-0.35076073532191154,0.14163094464826964,-2.4765826154234927,0.01330929449657451,-0.16817586125442205,0.08871734198778924,-1.8956368336369818,0.05808632046341759,-0.39432714116318124,0.09185536183561997,-4.292913699135501,1.8088603479589885e-05,-0.34996861173051075,0.14026769559319083,-2.4950050704868048,0.012639008108820498,-0.13636303518812146,0.07328717078317185,-1.8606672045175068,0.06287084843380787
-1.728,0.015135195637183463,0.01112298160528713,3698,-0.11684485652076766,0.027660296500629702,-4.224280694825799,2.4550847511012786e-05,-0.43054358533701187,0.9240360787289994,-0.4659380680559783,0.6412873921125728,0.09008368973076472,0.06934056332255545,1.2991485129954496,0.19397431006184404,-0.2640544487007576,0.13753428252763095,-1.9199173024202782,0.05494552542876019,-0.25114338216970256,0.3501904026603746,-0.7171623786996502,0.4733194008003905,0.029813779842423255,0.038877263197729425,0.7668693058662753,0.44320839094385456,-0.11739879790354765,0.1708830343505498,-0.6870126010444988,0.4921180542818555,0.0667011487979032,0.06906628031563129,0.9657556262344014,0.3342299032121735,-0.107269572695721,0.08941232042118587,-1.1997180275650685,0.23032606043950452,-0.3288392773832722,0.08775353045029609,-3.74730538698415,0.0001814848584256969,-0.22808972050852133,0.08711895697738554,-2.618141084583108,0.008877233684026849,-0.27885650780680565,0.13481408898948388,-2.068452265612667,0.038667171900528235,-0.11323624362306808,0.08444727716358148,-1.3409105352647421,0.18003221551768586,-0.3365083084998294,0.08743426060894953,-3.8487007971036165,0.00012076033299594709,-0.23221869956447244,0.13351645463505207,-1.7392515416860692,0.08207409796610464,-0.08877151623351137,0.06975977734446849,-1.2725315305288942,0.20326467935117115
-1.674,0.011257814809353728,0.007229804820798602,3698,-0.13844225805847016,0.026550580399823154,-5.21428367944048,1.9468417813465683e-07,-0.5277484351570884,0.8869642521754276,-0.5950053047377021,0.5518764886693617,0.10019345447999738,0.0665586575119549,1.5053406758091714,0.13232228832940504,-0.25930962408735103,0.13201648167071267,-1.9642215941956727,0.04957951264537778,-0.2753853628494566,0.3361409535457819,-0.8192556126962659,0.41269361510724745,0.024447850948199353,0.03731752847381452,0.6551304962587289,0.5124246645144366,-0.06173010995954039,0.16402729964903762,-0.3763404633961648,0.7066854848106662,0.03870420204683889,0.06629537859057823,0.5838144810344209,0.5593808959435066,-0.09600415961729881,0.08582514659679809,-1.11860175512803,0.26338304670972695,-0.28697516080903734,0.08423290638030126,-3.4069245991985557,0.0006640356750030307,-0.16241204139063375,0.0836237916511181,-1.9421750459274014,0.05219207536832959,-0.19868461479923716,0.1294054208226842,-1.5353654702880006,0.12478000001134341,-0.06400727770149416,0.08105929818311156,-0.7896352316905436,0.4297916728951817,-0.2684504709174263,0.08392644547191157,-3.1986398257182365,0.0013924854871156522,-0.13317099895787948,0.12815984685509746,-1.0391007965891832,0.2988260897310559,-0.0943000917303311,0.06696105289456702,-1.4082826905187786,0.15913180770578483
