peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.024775423034612887,0.02423503261516391,10835,0.45721201823369684,0.043843641849874875,10.428239966908718,2.428897491925327e-25,0.07299640340893938,0.05430792564748962,1.344120633197369,0.17893754132896442,-0.5393905971732748,0.058811303761214476,-9.17154632999308,5.50684961608721e-20,0.032787311565971616,0.0678615703055063,0.4831499097112884,0.6289990670205612,0.14133197882267778,0.06902058744032322,2.04767858495665,0.04061557702925867,0.09201577996858316,0.017850193159270757,5.1548898741632625,2.5825621272736e-07,-0.051662289208308974,0.02505843596381724,-2.061672535464942,0.0392627349566783
-2.106,0.023208687645977055,0.022667429068758294,10835,0.41614206501829687,0.04050375663536077,10.274159722137838,1.1955582463973217e-24,0.025541296982643666,0.050170900750651594,0.5090858764841281,0.6107024045375626,-0.5066284408686078,0.054331224196862815,-9.324811806796385,1.3279000790584164e-20,-0.013567053938962194,0.06269206691267361,-0.21640782649358664,0.8286739428375667,0.09146916931946994,0.06376279338483985,1.4345226183459132,0.1514520587102018,0.08618812732706098,0.016490415693406812,5.226558804185917,1.7590826423039793e-07,-0.04031598759336249,0.0231495548525954,-1.7415448309945574,0.08161652027522018
-2.052,0.018829115582763567,0.01828543020166784,10835,0.341847306565046,0.03720653614622038,9.18782939700697,4.7396020161665204e-20,0.019947581412506146,0.04608672348771452,0.43282706825152445,0.6651490276002958,-0.42883085449066616,0.04990837455269966,-8.59236267127577,9.689653318212473e-18,-0.031829415309377655,0.057588600352967756,-0.5527034016157916,0.5804779328657337,0.07187644585482351,0.05857216401467979,1.2271434232276155,0.21979536911543657,0.06588803624763935,0.015148008444907927,4.349617079186928,1.3762368752022057e-05,-0.034073441018131874,0.021265058378314796,-1.6023205961606257,0.10911390243794003
-1.998,0.015567613224681365,0.015022120583320753,10835,0.28044991049203993,0.033744037344792775,8.311095309267065,1.0615092157933678e-16,0.005097469568439622,0.04179782047855473,0.12195539169452599,0.9029366098825935,-0.371134805991366,0.04526382268173822,-8.199369474401488,2.689416565049425e-16,-0.04732022062383912,0.05222931458354253,-0.9060088381621177,0.3649513341531755,0.0342979520270873,0.053121346263174274,0.6456529143137311,0.5185178420766328,0.05185008701655738,0.013738310942340572,3.774123852209431,0.00016142798933126381,-0.023604239194851256,0.019286098583244416,-1.2238991257339316,0.22101691374509308
-1.944,0.014300253634786486,0.01375405872545954,10835,0.22824748857958088,0.03071163947405329,7.4319538939761145,1.1507674407731168e-13,-0.018469059738924574,0.03804167178402752,-0.48549548094989714,0.6273347404879577,-0.3277298499577696,0.041196202731014875,-7.955341226414435,1.964433863703613e-15,-0.06353517666728209,0.04753574277661831,-1.3365769199368336,0.18138886002114654,0.008095280681335434,0.04834761229490854,0.1674390998247486,0.867027689024239,0.05337597812278377,0.012503721719259968,4.26880726564529,1.9819518292776486e-05,-0.01641258566143595,0.017552959075332893,-0.9350324119709534,0.3497924475216212
-1.89,0.013282791526084026,0.012736032821720866,10835,0.16999578170035615,0.027999961744532644,6.071286212865989,1.3114430408555588e-09,-0.011498042609064727,0.034682790397781986,-0.3315201134969822,0.7402580666730842,-0.2864414218605981,0.03755879270017333,-7.626481078537869,2.6146834858671937e-14,-0.06505455293275592,0.043338584394615284,-1.5010770158159294,0.1333648008940398,-0.017501721509198213,0.04407877006503135,-0.3970555776256268,0.6913343026088601,0.05375961570334895,0.011399708247400664,4.715876453733551,2.4367847222897263e-06,-0.00574101137309802,0.016003124256127602,-0.3587431604737922,0.7197942314851272
-1.836,0.014244569823134934,0.013698344058352685,10835,0.11656140921434045,0.02597368969234745,4.48767235594882,7.274852685089187e-06,-0.012030292669525698,0.032172902365933335,-0.3739262480174657,0.7084665088645837,-0.27935173495505067,0.03484077713084711,-8.017953615268816,1.185902784479496e-15,-0.08250377939541657,0.04020230288318696,-2.0522152582935878,0.04017273638054204,-0.036887770415028845,0.04088892356836925,-0.9021457939177542,0.3669994919807543,0.05150975195528492,0.0105747460408261,4.871015507740834,1.1259773580623365e-06,-0.008757677856581386,0.014845026837149162,-0.589940183514226,0.5552430627861239
-1.782,0.012725557877200422,0.01217849039911234,10835,0.04618259314136859,0.024110594709977833,1.915448113034581,0.05546169094497325,-0.012615993877532523,0.0298651373284578,-0.4224321401499478,0.6727180103062804,-0.22957205921711205,0.03234164520838234,-7.098342021191034,1.341688273720525e-12,-0.05758414835782096,0.037318588260099074,-1.5430419810223572,0.12284981319287332,-0.03341090959102207,0.03795595758482751,-0.8802546877220065,0.3787408895806935,0.05130472842664988,0.009816218603182122,5.226526680041379,1.7593873809382303e-07,-0.01472561011609388,0.013780191792878049,-1.0686070511518169,0.28527059193094356
-1.728,0.0097051285431905,0.009156387387968645,10835,-0.001733704326442633,0.02285294509754149,-0.07586349676344974,0.9395291000274825,-0.03612682133902725,0.028307320989280176,-1.2762359727615438,0.2018994888495546,-0.19022556936952242,0.03065465000767735,-6.205439283171756,5.653865552275181e-10,-0.07456371082532813,0.03537198724811482,-2.1079876090168517,0.03505498046149299,-0.059160537374258415,0.035976110305222506,-1.6444395147874094,0.10011447758207614,0.04439098773513336,0.009304187951496313,4.771075989280111,1.8563835703273226e-06,-0.018930509706273996,0.013061393560147625,-1.4493483883705924,0.14726927440265944
-1.674,0.0064164260300620946,0.005865862542454026,10835,-0.03256498680217785,0.021827237248537086,-1.4919426783781549,0.13574330567037357,-0.058880955893748775,0.027036804598545253,-2.1778075023302472,0.029441880221237497,-0.1539158156928086,0.029278778539595096,-5.256906994417847,1.4928740136506205e-07,-0.08002806313712786,0.033784387715519865,-2.368788323500224,0.017863912693282656,-0.09377714377789248,0.034361395940871946,-2.7291424347037982,0.006360181760878566,0.036943033557535664,0.008886588444311191,4.15716715014354,3.246992182796049e-05,-0.010092306061762004,0.012475159539263364,-0.8089921439479992,0.418537440132988
