peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Q_chosen_beta,Q_chosen_se,Q_chosen_tstat,Q_chosen_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.03845187416876694,0.03783020271030013,10835,0.3497270830109147,0.04439035536345775,7.878447472371688,3.6321971828738225e-15,0.15575108289034803,0.05433901674758498,2.866284526527988,0.004161214092812418,-0.0205231133514937,0.0718249562684929,-0.28573791642524776,0.7750843280202442,0.0721513981560064,0.06746177786038977,1.0695152194969078,0.2848614175295622,0.03777040504335907,0.06904427689909075,0.5470461382130353,0.5843583093939153,0.004860043429190454,0.01906611165112304,0.25490480272647437,0.7988014681861696,0.32871627918007235,0.026489023451333665,12.409528036546858,4.019375800779233e-35,-0.005796115313362603,0.02515625537573072,-0.23040453464923702,0.8177817908529876
-2.106,0.03560106324456214,0.03497754864612401,10835,0.3216972148142154,0.041036619600743646,7.839271800262655,4.956870047035187e-15,0.09825616898874215,0.05023364966311429,1.955983084002156,0.050492824229253594,-0.050710021382692684,0.06639850895756835,-0.763722291039678,0.44504939579528024,0.021021377023112527,0.06236497304379865,0.33707024948682823,0.7360704774715185,0.0004716978857835414,0.06382791269674798,0.007390150576043736,0.9941037027795575,0.009606135024342027,0.01762564783918183,0.545008904750019,0.5857586191050368,0.2888363814190098,0.024487751225852877,11.795137036269447,6.482180282943054e-32,-1.4303325105653624e-05,0.02325567511186988,-0.0006150466514882251,0.9995092751347214
-2.052,0.031569672124856396,0.030943551103786215,10835,0.25407698268382456,0.037690327471683355,6.741172065292135,1.6510760359686783e-11,0.08752360967837612,0.04613739446185484,1.8970210758376982,0.0578517419208859,-0.005132714727358557,0.06098410567416476,-0.08416479459061699,0.9329269647409575,0.0003146114059440287,0.05727948061152874,0.005492567365925212,0.9956176885271819,-0.012690129483571982,0.05862312624139372,-0.21646968179959492,0.8286257336001553,-0.005281818470266755,0.016188381144028072,-0.3262721839370102,0.7442247378502393,0.2684239817316266,0.022490920834297594,11.934770644085534,1.248721711952646e-32,0.0033800768130690267,0.021359313195611473,0.15824838477313513,0.8742640297981915
-1.998,0.027353061451391936,0.026724214257354717,10835,0.20401641242398527,0.03420034718436838,5.965331618540793,2.517734915572127e-09,0.06394506175570358,0.04186524805238357,1.5274019558105285,0.12669030182564758,-0.0021635009422580564,0.05533721054431296,-0.039096675112049006,0.9688140326592205,-0.01932806683880952,0.0519756196049598,-0.3718679447347104,0.7099984501472236,-0.03934560865404435,0.05319484878434717,-0.739650728467189,0.45952798859126975,-0.010127136178453079,0.01468939891526804,-0.6894180106938901,0.49057502719364865,0.2337530839793727,0.020408347515871755,11.45379770692266,3.358308722373903e-30,0.009011606984172185,0.019381522420000012,0.4649586750147659,0.6419704011642668
-1.944,0.02576439322899582,0.025134518910403636,10835,0.15968161735123407,0.03113231986619918,5.129126837881515,2.961247099191521e-07,0.034321098110682714,0.03810962171285479,0.9005887901297596,0.36782702797764233,0.0032616606810209237,0.050373048258298775,0.0647501152659265,0.948374155699548,-0.0384243749855443,0.047313017206008966,-0.8121311481412823,0.4167342369041066,-0.057967833347066205,0.048422872395439326,-1.1971167855074591,0.23128724816376453,-0.0022216644304324214,0.013371649802471726,-0.16614736874291688,0.868044079658494,0.20969187935227393,0.018577565876146087,11.28737105551174,2.2103139598468786e-29,0.012845971982011851,0.017642854682748295,0.7281118737872405,0.46656085210094145
-1.89,0.023660661546444195,0.023029427098381405,10835,0.1105498979817582,0.028399473394728047,3.8926742212860956,9.974004016591963e-05,0.03427046479548771,0.034764296158103905,0.9857948695302127,0.32425581252009594,0.000524710134556824,0.045951218861017065,0.011418851285400055,0.990889483235633,-0.043283753989911536,0.04315980238996576,-1.0028719223231337,0.31594507376678704,-0.0747777412587629,0.044172232657279355,-1.6928675948744445,0.09050944218611293,0.005557048813478197,0.012197864291546552,0.45557555656110893,0.6487043597811624,0.18180063715949785,0.016946796451594796,10.727728847087752,1.0272969075383309e-26,0.019625848032128346,0.01609413575098714,1.2194409402147977,0.22270344338023818
-1.836,0.02195210316260887,0.021319764077186942,10835,0.06901547862634562,0.026380190454303495,2.6161857605196657,0.008904161509081594,0.024576216310543103,0.032292456304166425,0.7610513142467964,0.44664299294438536,-0.04983085075834643,0.04268395713936164,-1.1674374659230968,0.24305945755481048,-0.06509108686515387,0.04009101828024592,-1.6235827788197201,0.10449399472905808,-0.08269820318209065,0.04103146188996412,-2.015482738681504,0.04387875437533281,0.012956436634783271,0.011330561615500941,1.1434946540565145,0.25285855523651357,0.14540755279468506,0.015741831257560415,9.237016355695554,3.0077223885150964e-20,0.011531211147502435,0.01494979714614251,0.77132893742828,0.44052881725666115
-1.782,0.01829307018323023,0.01765836541656185,10835,0.008700299751814043,0.024514820076053656,0.35489959644095415,0.7226717234246745,0.01624233095888875,0.030009023531568958,0.5412482329457373,0.5883476323581387,-0.048631881706673305,0.03966573066324224,-1.2260427551316957,0.22020925142395353,-0.04385705032755902,0.03725614117564778,-1.1771764048453275,0.23915098136019225,-0.06952504302037152,0.03813008505121806,-1.823364488355647,0.06827576395272007,0.02091166096299797,0.010529365959119992,1.9860323066162757,0.0470549126174947,0.11463038976218184,0.014628710191276744,7.835987470073552,5.087439599002943e-15,0.0012689046782210875,0.013892681625859792,0.09133619501213881,0.9272271483978125
-1.728,0.014611064154690045,0.013973978853967894,10835,-0.03503241520797182,0.02324409053639473,-1.5071536205350504,0.13180046069335655,-0.010489515604660627,0.02845350109495383,-0.368654654119908,0.7123923603553722,-0.029481012062052843,0.037609651299430294,-0.7838682636895231,0.4331345611176064,-0.06236876149814803,0.03532496326046317,-1.7655718716048359,0.07749588408739466,-0.09124379533562886,0.03615360611831251,-2.5237813079291165,0.01162419859042675,0.017390239521658597,0.009983574624873055,1.7418850637258316,0.08155695586098657,0.10183593002853963,0.013870428706464908,7.341945384937859,2.256247984420699e-13,-0.00472122111523382,0.013172552297058342,-0.35841354118504054,0.7200408472992982
-1.674,0.009204154320343272,0.008563573280372938,10835,-0.05649970816561926,0.022224779565846755,-2.542194310554308,0.011029702180891023,-0.04045316235409545,0.027205744562119237,-1.4869345796336582,0.13706120979698883,-0.038374520309563294,0.03596037489053109,-1.0671334886352335,0.28593535521690727,-0.07126247712913489,0.033775876083693854,-2.109863174312705,0.03489302740905067,-0.11683821189157689,0.034568180898789935,-3.379935213648076,0.0007275897048886658,0.017535213615399625,0.009545770137556862,1.8369616450755617,0.06624295150944488,0.07319846761311309,0.013262176035767124,5.51934067348391,3.4811241891335054e-08,0.00012116329473294026,0.012594903236300938,0.00962002585170518,0.9923246255280566
