mouse,date,session_dir,xcorr_peak,sync_pass,n_trials,trials_pass,p_right,balance_pass,zscore_std,signal_range_pass,missing_frac,missing_pass,QC_PASS,error,manual_include
WCL23,060223,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/060223/WCL23,0.9680510635147392,True,361,True,0.5263157894736842,True,0.9680813904088863,True,0.0,True,True,,True
WCL23,060823,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/060823/WCL23,0.9946526410487375,True,322,True,0.577639751552795,True,0.9717334733764078,True,0.0,True,True,,True
WCL23,061223,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/061223/WCL23,0.9983808948362967,True,338,True,0.5532544378698225,True,0.9804508316756049,True,0.0,True,True,,True
WCL23,061523,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/061523/WCL23,0.987942138500643,True,368,True,0.5760869565217391,True,0.9979465608136541,True,0.0,True,True,,True
WCL23,062023,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062023/WCL23,0.9990392057279661,True,472,True,0.5550847457627118,True,0.9987970614871859,True,0.0,True,True,,True
WCL23,062223,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062223/WCL23,0.9998597203854511,True,406,True,0.5270935960591133,True,0.9989214164223575,True,0.0,True,True,,True
WCL23,062623,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062623/WCL23,0.9981320633365094,True,493,True,0.5152129817444219,True,0.9999996986988519,True,0.0,True,True,,True
WCL23,062723,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062723/WCL23,0.9993748120864713,True,376,True,0.5372340425531915,True,0.9984321588349561,True,0.0,True,True,,True
WCL23,062823,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062823/WCL23,0.9998423966170942,True,536,True,0.5223880597014925,True,0.998886144842738,True,0.0,True,True,,True
WCL23,062923,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_WL/1-Raw data/FP1/062923/WCL23,0.9997291278395058,True,404,True,0.5420792079207921,True,0.9996003391980541,True,0.0,True,True,,True
