mouse,n_samples,n_trials,r2_mean,r2_std,n_splits
SM1L,398136,10835,0.048113518854356344,0.004292556328878446,10
SM1N,287556,7789,0.09210403924167457,0.00628184565705899,10
SM2L,297501,8111,0.0032629098026520477,0.0007021326149413153,10
SM2N,365296,10247,0.05487493237040171,0.0054806063421102445,10
SM2R,357971,9668,0.10242475207395837,0.004263814853790925,10
SM3FR,28338,752,0.016536867463469284,0.009865554720927422,10
SM3MN,219677,5959,0.0046552871344305745,0.0018132271418474237,10
SM3MR,120933,3226,0.0005427632931433224,0.0011803467512058437,10
