mouse,n_trials,beta_rpe,se_rpe,t_rpe,p_rpe,r2_rpe,r2_outcome_only,r2_outcome_plus_value,r2_outcome_x_value,interaction_coef,interaction_p
SM1L,10835,-0.33387529867377747,0.010158271688776324,-32.8673330368462,6.3358772757031956e-226,0.09067723172316755,0.05839505052220739,0.09243395237638818,0.09420395777815205,-0.13260340862206876,4.262327045106078e-06
SM1N,7789,-0.5925368597154704,0.014777278243559514,-40.09783465867403,0.0,0.1711404313378384,0.14783960628017034,0.1909784891612506,0.1932637151247858,-0.18849309713739057,2.698484476535212e-06
SM2N,10247,-0.61886468755521,0.014129667654851734,-43.79895569183533,0.0,0.15771549393566187,0.13993492875899205,0.179121868796138,0.1807063812898746,-0.167830216795389,8.64406002466155e-06
SM2R,9668,-0.6501241840321655,0.014180738570949054,-45.845579959003196,0.0,0.17860722729954603,0.08359508274612903,0.1786454482085007,0.18202605087949475,-0.24494125584352963,2.733994732105049e-10
SM3FR,752,-0.45408516117210546,0.03649506157285695,-12.44237279242815,1.9202733572113794e-32,0.17109911349713458,0.06637740164314976,0.17117948926122706,0.17157211753033885,-0.054858199711384725,0.5517512727026865
