mouse,model,event,r2_mean,r2_std,n_trials
WCL32,1b_plus_side_out,side_out,0.03848546757071016,0.007554330860813412,2216
WCL32,2_2bit_seq,side_in,0.06865698446333501,0.028317240837510502,1606
WCL32,2_3bit_seq,side_in,0.0917606900393488,0.03285348624346697,1606
WCL32,2b_word_l1,side_in,0.019930158993057678,0.014064444718854938,1606
WCL32,2b_word_l2,side_in,0.026123871562667156,0.006733580756004872,1606
WCL32,2b_word_l3,side_in,0.08567017417626177,0.0,1606
WCL32,2c_word_l1_side_out,side_in,0.019930158993057678,0.014064444718854938,1606
WCL32,2c_word_l1_side_out,side_out,0.038485467570710384,0.007554330860813763,2216
WCL32,2c_word_l2_side_out,side_in,0.026123871562667156,0.006733580756004872,1606
WCL32,2c_word_l2_side_out,side_out,0.19854764059279256,0.04181804405415441,2216
WCL32,2c_word_l3_side_out,side_in,0.08567017417626177,0.0,1606
WCL32,2c_word_l3_side_out,side_out,0.2226026111844099,0.01545036442391214,2216
WCL32,3_qdiff_rpe,side_in,0.03153029357405557,0.01739362184290434,1606
WCL32,3b_reward_qdiff,side_in,0.031084436845192152,0.016017575437769722,1606
WCL32,3c_reward_qchosen_qdiff,side_in,0.030634685875864487,0.016661679526267327,1606
WCL32,3d_reward_qchosen_rpeabs_qdiff,side_in,0.03425535271868572,0.023765593682462453,1606
WCL33,1_main_effects,side_in,0.014803256520094043,0.013353860515937179,2448
WCL33,1b_plus_side_out,side_in,0.014803256520094043,0.013353860515937179,2448
WCL33,1b_plus_side_out,side_out,0.0004903905489417326,0.008248306494795016,3179
WCL33,2_2bit_seq,side_in,0.0912255280341208,0.019731411163708447,2448
WCL33,2_3bit_seq,side_in,0.10814535299709256,0.01571542956665495,2448
WCL33,2b_word_l1,side_in,0.014803256520093733,0.013353860515937468,2448
WCL33,2b_word_l2,side_in,0.06514866640445156,0.02935096434987817,2448
WCL33,2b_word_l3,side_in,0.08832180279324775,0.0,2448
WCL33,2c_word_l1_side_out,side_in,0.014803256520093733,0.013353860515937468,2448
WCL33,2c_word_l1_side_out,side_out,0.000490390548941555,0.008248306494795096,3179
WCL33,2c_word_l2_side_out,side_in,0.06514866640445156,0.02935096434987817,2448
WCL33,2c_word_l2_side_out,side_out,0.16217318386545945,0.029720092236058506,3179
WCL33,2c_word_l3_side_out,side_in,0.08832180279324775,0.0,2448
WCL33,2c_word_l3_side_out,side_out,,,3179
WCL33,3_qdiff_rpe,side_in,0.09471107270563169,0.014093458666520219,2448
WCL33,3b_reward_qdiff,side_in,0.07434648514325555,0.02011305159419607,2448
WCL33,3c_reward_qchosen_qdiff,side_in,0.09343925788248589,0.012653074528054928,2448
WCL33,3d_reward_qchosen_rpeabs_qdiff,side_in,0.09473913276768883,0.01238598385251814,2448
