peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(word_l1)[T.R]_beta,C(word_l1)[T.R]_se,C(word_l1)[T.R]_tstat,C(word_l1)[T.R]_pvalue,C(word_l1)[T.l]_beta,C(word_l1)[T.l]_se,C(word_l1)[T.l]_tstat,C(word_l1)[T.l]_pvalue,C(word_l1)[T.r]_beta,C(word_l1)[T.r]_se,C(word_l1)[T.r]_tstat,C(word_l1)[T.r]_pvalue
-2.16,0.0060212432583524045,0.0058283250808129905,15461,0.40968513858122535,0.021428559645387223,19.118650313457508,1.4998728674914664e-80,-0.09997142812307036,0.0301315722568428,-3.317829792315836,0.0009092917183817518,-0.21031371556664244,0.04098978425220732,-5.13088125257251,2.9188059397065383e-07,-0.35975218489149974,0.03885851188228845,-9.258002107267348,2.3511554604302086e-20
-2.106,0.007016984430370243,0.006824259513069975,15461,0.39376599942360735,0.020023895143186067,19.6648053042568,4.719256271651463e-85,-0.10329955183786285,0.028156416173321,-3.668774861189262,0.000244534314758444,-0.19403635119512982,0.038302861013092,-5.065844849783096,4.112781771311295e-07,-0.36879532064718623,0.03631129577664776,-10.156490225952306,3.692019210313019e-24
-2.052,0.0070936777448450394,0.0069009677127064295,15461,0.3672326914033483,0.0185920729452506,19.75211115429487,8.771020446859885e-86,-0.08464883534902976,0.026143072545471,-3.237906914032346,0.0012066407136111063,-0.17974320835682922,0.03556398896792728,-5.054078959447639,4.374113404615948e-07,-0.34243423740461015,0.033714831953948574,-10.156783159184792,3.681020086937209e-24
-1.998,0.006872849608133391,0.006680096716163653,15461,0.33404696329198574,0.017058668732353302,19.582241060724485,2.3024360422621267e-84,-0.07699560114818761,0.023986890300631787,-3.2099034173745995,0.001330508128125577,-0.15474430229026856,0.03263080498831173,-4.742276580234462,2.132163621599268e-06,-0.3112389853609514,0.030934159486303396,-10.061336416745299,9.688433010509175e-24
-1.944,0.007508587893666041,0.007315958390119448,15461,0.3107662803068041,0.015768353774957215,19.70822602929882,2.045447444368663e-85,-0.09583694714999727,0.022172525778878474,-4.32232881836545,1.5535626033344328e-05,-0.14899810759397278,0.030162616150783073,-4.939827064374339,7.900910966728693e-07,-0.3038496788244295,0.028594304641478878,-10.626230734901851,2.77287166188444e-26
-1.89,0.007575153176010763,0.00738253659190824,15461,0.27924819628951336,0.014812392207460234,18.85233609658746,2.1270238391626022e-78,-0.09118578910534307,0.020828309204247407,-4.377973661287304,1.205744097179105e-05,-0.1396273673194461,0.028333997753020715,-4.927909168926234,8.397482316760464e-07,-0.2869373328121244,0.026860765638189454,-10.682395903271258,1.523028244037406e-26
-1.836,0.006440596545996047,0.006247759759403393,15461,0.25537642952711104,0.014072302281304565,18.14745195364269,7.664226661959657e-73,-0.09741000252299092,0.019787638554630442,-4.922770458640519,8.620746082473727e-07,-0.12740817979838262,0.026918311075877055,-4.733141668481569,2.230299430361466e-06,-0.24981133402370226,0.02551868788469599,-9.789348698195356,1.4548978884050952e-22
-1.782,0.0055896368377879035,0.005396634891130181,15461,0.22100551918145933,0.013506496739655736,16.36290471477895,1.1168377277190386e-59,-0.08497014238190694,0.01899203629093916,-4.473987995823546,7.732188525561002e-06,-0.11156998687621986,0.02583600561696203,-4.318391493264391,1.5814982078558526e-05,-0.22390924412975152,0.024492657123549682,-9.14189273137143,6.886476498421557e-20
-1.728,0.004526744478107858,0.004333536238050439,15461,0.1850830359429247,0.012999693706064765,14.23749206156893,1.0429180493878841e-45,-0.06895802720968537,0.01827939986183037,-3.7724448138846287,0.00016225880148006613,-0.10989262065555576,0.024866563556971318,-4.41929261370526,9.969855480391798e-06,-0.19085203215235802,0.023573621405392403,-8.095999713845456,6.099894609493867e-16
-1.674,0.004817235780215534,0.004624083920691691,15461,0.15376747843122732,0.012716398511640765,12.092061938013854,1.6480298877993228e-33,-0.05532265680430518,0.01788104692714581,-3.0939271637567276,0.0019787837275030595,-0.10716158165832579,0.024324660177029184,-4.405470862837502,1.0626427918726559e-05,-0.1925872605560261,0.02305989440456293,-8.351610687250949,7.299679945531887e-17
