peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.020793518272068767,0.020413342337659013,15461,0.3399430025386498,0.03206778610451237,10.60076306579877,3.6350040363179934e-26,0.06885710696190038,0.04000364141853514,1.721270977346487,0.08522167718605128,-0.440421456545868,0.04359895159912977,-10.101652457043457,6.4448224861170806e-24,0.05416945239664463,0.04910629476822242,1.1031060814569678,0.2699982772779434,0.06919622899864201,0.04929420932354454,1.4037395050698505,0.16041652775644638,0.06826743692667528,0.012904140838209973,5.290351196767095,1.2374700938455747e-07,-0.06176644583957088,0.01773137789146696,-3.483454372110322,0.0004963573547119672
-2.106,0.023509133745482802,0.023130012146056922,15461,0.3233385218819423,0.029939128515968107,10.799864188080454,4.30708467055396e-27,0.05716013476835816,0.037348202262322654,1.5304654924722318,0.12592201672948716,-0.43647493256982917,0.040704855983311666,-10.722920448331198,9.866079322756627e-27,0.06888281898258519,0.04584662206543614,1.5024622508561234,0.13299820240708563,0.06348157661593194,0.046022062864606805,1.3793726891966929,0.1677998349003967,0.06643335867588884,0.012047564795530355,5.514256183999575,3.5587439169446106e-08,-0.06968672890638261,0.016554370162245945,-4.209566913352634,2.5730725253331033e-05
-2.052,0.02401741024182691,0.023638485980240875,15461,0.30465708552184567,0.02779214848411142,10.961983946509786,7.372088564175465e-28,0.059745085662448814,0.03466990638473276,1.7232548885323256,0.08486244466776488,-0.4087491645621836,0.037785849408048085,-10.817519546751893,3.558244794953886e-27,0.05600860943043052,0.04255889169445781,1.3160260335849907,0.18818482505048392,0.07021355107594571,0.042721751369485486,1.6435082557522809,0.10029816097818706,0.06380475802125425,0.01118361576526023,5.705199406032133,1.1833583826574846e-08,-0.06027155777834533,0.015367231326212363,-3.922083067464356,8.816609937779937e-05
-1.998,0.025399597580726962,0.025021209951988976,15461,0.3034849383670145,0.025479060546269968,11.911151033841533,1.4375865435918003e-32,0.03982355058749522,0.03178439566898279,1.2529277259896918,0.2102509678749279,-0.41692091950858073,0.0346410046495791,-12.035474251571582,3.256080742194188e-33,0.006227403186673915,0.03901679565669988,0.15960826823062182,0.8731917512356153,0.0424226569813547,0.039166100829092304,1.0831473157482006,0.2787599390485915,0.054072737415822636,0.01025282458361172,5.2739356822951375,1.3532826073271886e-07,-0.04760053810254566,0.014088245736487181,-3.3787413275497395,0.0007299836457110616
-1.944,0.027552772235689194,0.027175220574851444,15461,0.272321482559633,0.023533331209505987,11.571735430708264,7.679960066988753e-31,0.037657200611257775,0.029357154248831317,1.2827265303740016,0.19960713987117665,-0.40001603136327546,0.03199561594385106,-12.502213805330753,1.0804809347430584e-35,0.0102682319934291,0.03603724608508586,0.28493387006280274,0.7756986246399485,0.038571993079059105,0.036175149445644324,1.0662566339087611,0.2863243044538087,0.047973824804674506,0.009469859232875947,5.0659490943779435,4.1105442823568045e-07,-0.054587374441143456,0.013012385306576777,-4.19503212939396,2.7435525745764212e-05
-1.89,0.02786842183894145,0.027490992728745556,15461,0.23959024364554962,0.02210376849571747,10.839339169335284,2.8089407550289504e-27,0.0427236695009797,0.02757381585430283,1.5494289846108757,0.12129910763769096,-0.37466173832261723,0.030052000773060833,-12.467114624144124,1.6719332248872792e-35,0.01682111581392872,0.033848116851649915,0.4969586901289837,0.6192252520962187,0.03529691563234414,0.03397764309378832,1.038827664853452,0.29890114533653545,0.04499819726433616,0.00889460035670473,5.059046551812372,4.2618905034321063e-07,-0.05182432182425271,0.012221931091398875,-4.240272788047695,2.245459965270064e-05
-1.836,0.02649430322227342,0.026116340611902822,15461,0.24490299498912926,0.021002205063993452,11.660822958489975,2.73249059312257e-31,0.008116451594971175,0.026199647136236643,0.3097924011253319,0.7567230075706681,-0.381488008563411,0.02855432922858372,-13.360075997916642,1.735300564874011e-40,-0.021312768502448034,0.03216126206199162,-0.6626844575118709,0.5075425490461309,-0.005594002120526339,0.03228433323418049,-0.17327296431830233,0.862439142900612,0.033606952340033414,0.008451329043279436,3.9765286818122325,7.024697283197565e-05,-0.043354174955616366,0.011612838919720354,-3.7332968497474317,0.00018966765597554602
-1.782,0.024958641433417195,0.024580082603897324,15461,0.21385587195183364,0.020165027825878267,10.605285239298665,3.4645808343000314e-26,0.001938476652619004,0.02515529259525987,0.07706038978788425,0.9385765012138387,-0.35719929268952066,0.027416113769446023,-13.02880837500764,1.3401097000437213e-38,-0.010662014689785308,0.03087926922051057,-0.34528066754583053,0.7298880783923176,0.001921197155421107,0.030997434603821043,0.0619792308613914,0.950580173086147,0.028584344131826468,0.008114447259424023,3.522648335489389,0.00042849073751153195,-0.04141542517836899,0.01114993493493089,-3.714409583559215,0.00020439558626656474
-1.728,0.02210222370457271,0.021722555873734506,15461,0.17813513222325972,0.01942640596414046,9.169742079522196,5.328220191484166e-20,0.009018691485244108,0.02423388305346763,0.37215214191411317,0.7097846790668196,-0.32222937470074997,0.026411892938765277,-12.200162080310696,4.450218615510315e-34,-0.003019458430195581,0.02974819697415907,-0.10150055254839309,0.919154435750513,0.006684297759319357,0.02986203409488705,0.2238393318445724,0.8228852828438391,0.026617543212107186,0.007817224354824931,3.4049864765207056,0.0006633554625554534,-0.0324073547527731,0.01074152559520634,-3.0170160156054227,0.0025569172964083056
-1.674,0.02238190567472753,0.022002346430133768,15461,0.15465972281398113,0.01900311216486576,8.138652315062714,4.299275539591619e-16,-0.010172429158387392,0.02370583620590269,-0.42911075019806655,0.6678486109447168,-0.3195407170457106,0.02583638810638795,-12.367855589176003,5.709695489381347e-35,2.5276391191479315e-05,0.029099995379792718,0.0008686046462066263,0.9993069650618489,0.006011004644667322,0.029211352034117368,0.20577632413750568,0.8369683464990391,0.030021247586253085,0.007646890089029979,3.9259420806009433,8.676568830116438e-05,-0.03140174229016139,0.010507471947424329,-2.988515453315945,0.0028077696676315103
-1.6199999999999999,0.01986622778794056,0.01948569183393034,15461,0.12115647562359412,0.018629004950319265,6.503647186025238,8.080271573785213e-11,0.0010580419015624018,0.02323914820898173,0.04552842866906274,0.9636867038435166,-0.2919210683666082,0.02532775672514013,-11.525737219232278,1.3055133731914747e-30,-0.015000945105483141,0.02852711457372255,-0.5258486646701066,0.5990009044560619,0.026774724454091993,0.028636278990933135,0.9349931414821545,0.34980644320828447,0.027513365104756816,0.007496348602649693,3.670235545747141,0.0002431425097548981,-0.023713756080516877,0.010300615247949382,-2.302168900565211,0.021338876632681934
