peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(reward_seq_2)[T.01]_beta,C(reward_seq_2)[T.01]_se,C(reward_seq_2)[T.01]_tstat,C(reward_seq_2)[T.01]_pvalue,C(reward_seq_2)[T.10]_beta,C(reward_seq_2)[T.10]_se,C(reward_seq_2)[T.10]_tstat,C(reward_seq_2)[T.10]_pvalue,C(reward_seq_2)[T.11]_beta,C(reward_seq_2)[T.11]_se,C(reward_seq_2)[T.11]_tstat,C(reward_seq_2)[T.11]_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.03224119322424679,0.03203875439843862,19127,0.007515268826959334,0.03385666212298376,0.22197311712714754,0.8243371811874269,-0.406432383170654,0.047307764288494016,-8.591240556034998,9.254675023890762e-18,0.6271827655312268,0.04728759502172317,13.263156336098485,5.6861352714646376e-40,0.35831413692092295,0.03722664251830231,9.625206913160634,7.01556747014407e-22,-0.028692769147303825,0.012058762026931099,-2.3794125038062477,0.017350009758682353
-2.106,0.033356162653778054,0.03315395706077595,19127,-0.033645575058457354,0.03145739960646151,-1.06955995979866,0.28483092683907696,-0.338995582628103,0.043955285382405965,-7.712282599893963,1.2962485677900005e-14,0.6295654469307272,0.04393654541677453,14.328970130873454,2.506517111003684e-46,0.3701584755863268,0.03458856533025302,10.701758574026957,1.188180735930517e-26,-0.02404609483190072,0.011204214238912833,-2.146165212406181,0.03187234577808087
-2.052,0.0356918101797995,0.0354900931648805,19127,-0.06903882575855662,0.02884382904947001,-2.3935388619918747,0.01669629291562168,-0.28750828249411964,0.04030335479892512,-7.133606716575053,1.0126663043342691e-12,0.6206930379006602,0.04028617180313309,15.407099014863169,3.0638906861020644e-53,0.3764234449405539,0.031714848586763586,11.868997069645696,2.2284921629937378e-32,-0.02240760427099376,0.010273336136609914,-2.181141936078811,0.029185060106891116
-1.998,0.037964574354159786,0.037763332763186885,19127,-0.09570375248064313,0.026196012576372763,-3.653370993070991,0.000259511523061126,-0.2470241596038312,0.036603572548286736,-6.7486352398515645,1.5351910558773045e-11,0.5961451453084435,0.036587966923489285,16.293475572312314,2.7550304489623075e-59,0.3688585959041675,0.028803477201716478,12.806043982848925,2.1606851604307435e-37,-0.021670689109021812,0.009330260631290319,-2.3226241972647754,0.02020979095063132
-1.944,0.04167243977389068,0.04147197380584833,19127,-0.12814839107698364,0.024026766949592673,-5.3335678223305925,9.739618669787601e-08,-0.22261501809938328,0.033572495225224416,-6.630874964936277,3.426208409099441e-11,0.5826212152355621,0.033558181874709034,17.3615250495633,5.2693013615050655e-67,0.3653630538065509,0.02641831202538585,13.829916667479235,2.7187047631618522e-43,-0.022800367037643376,0.00855763819449244,-2.66432940017461,0.007720669401993104
-1.89,0.041605763005426843,0.041405283089728795,19127,-0.13667551047878235,0.022442371140065788,-6.090065511606261,1.15020130529998e-09,-0.21594565276528224,0.03135862596591866,-6.886323814059245,5.903037998402612e-12,0.540266009934718,0.03134525647991174,17.23597349669028,4.5033905251799823e-66,0.33310097947740297,0.024676210686674332,13.498870783158146,2.455962233486977e-41,-0.023393033408497136,0.00799332231615364,-2.9265720163970297,0.0034312350196933424
-1.836,0.04106753045518696,0.04086693795031404,19127,-0.14587776500221555,0.02112114876984129,-6.906715472338,5.115873074040501e-12,-0.2014833623479177,0.02951248778973871,-6.827054492436659,8.927628870839978e-12,0.5106181121003555,0.029499905389190825,17.30914405872817,1.2920887947100978e-66,0.30325572250338056,0.02322347820274343,13.058152609868596,8.368475454200255e-39,-0.028772107561171482,0.007522741191253576,-3.824683958903676,0.00013135571294256126
-1.782,0.03877143407065842,0.038570361261134445,19127,-0.1482654592538764,0.020173168719020338,-7.349636604887156,2.0674891540584218e-13,-0.189594518261377,0.028187879456184537,-6.726100789386595,1.7919808556845872e-11,0.4786124278216224,0.028175861791240802,16.986611851226908,3.054033537795495e-64,0.26671823394846356,0.022181139346709636,12.02455066799933,3.478382008801083e-33,-0.03429073083580844,0.007185098165558861,-4.772479101284664,1.833167252048758e-06
-1.728,0.0358578080172447,0.035656125726274523,19127,-0.1477560559100406,0.019450217763818174,-7.596627333648698,3.17921755481602e-14,-0.1797809710381404,0.02717770328298086,-6.615017066240557,3.81343486689468e-11,0.4536525483076839,0.02716611629813857,16.699205117470854,3.6619101171714997e-62,0.22969693433457167,0.02138622823970756,10.74041349227238,7.84234688031471e-27,-0.03235257102689853,0.006927603983342734,-4.670095332338504,3.031064631951257e-06
-1.674,0.031893009855318843,0.03169049819542036,19127,-0.1415058912232594,0.018971997291901768,-7.4586712746191175,9.113238287255055e-14,-0.17411847985938925,0.026509487932005794,-6.568157042715645,5.225289025480519e-11,0.423056112588808,0.026498185835149166,15.965474588363513,5.194666365271799e-57,0.18385293750180054,0.02086040728050318,8.813487437210084,1.3150582249389654e-18,-0.03255673573455353,0.006757275708030211,-4.8180268411815375,1.4609625369989097e-06
