mouse,date,alpha,beta,kappa,nll,n_trials,group,frac_forced_trials,reward_probs_observed,cohort,cohort_family,condition,age_days,age_bin
SM2R,071524,0.8120976428237361,2.038564739481522,1.219580281376103,148.562482527915,468,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P90
SM1N,071624,0.9999,1.200502438405588,1.4429327049678293,160.59800644984722,433,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P90
SM1L,071724,0.7838733785430414,3.0121740662794867,1.1476548122504284,119.0937684463243,457,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P90
SM2N,071724,0.9999,0.5069000913184739,1.7238461178908049,203.01273695018335,504,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P90
SM2R,071724,0.9999,1.3165644501004876,1.54848097107904,136.86087005682077,395,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P90
SM1N,071824,0.6779189995094853,2.4229714600690913,0.8565619768554783,165.57987373299108,437,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM3FR,071824,0.9993146763944761,1.1235524151053293,0.7129831695564145,119.62124067415432,243,fast_learner,1.0,"[0.0, 1.0]",SM,SM,80/20,,P140
SM1L,071924,0.782743704181893,2.223373634297646,1.4526023689456504,163.5412326779582,620,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM2N,071924,0.006929677408359946,36.752710320319984,1.3713752391874967,167.77455450047512,481,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM2R,071924,0.6897240875576419,1.380807970611889,1.080202752314978,200.3183497367882,447,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM1L,072224,0.9630161953600044,2.0872686887365925,1.49047482814926,145.96330956569844,516,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM2N,072224,0.9999,1.1039129646513377,1.257904183504208,203.32403886335638,472,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM2R,072224,0.8740511982751928,2.76589485979026,0.517503901558159,193.99515967633533,533,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM1N,072324,0.8713530616394871,1.811042531423083,0.8502483680582663,206.82275130320937,479,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM3FR,072324,0.9059256404198934,1.1982574934169081,1.4296709730909256,146.6691878100417,377,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P140
SM2N,072424,0.9999,0.550352719451634,1.8693678674521463,180.27106454042132,489,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM2R,072424,0.8496649358137484,3.2574127241952335,0.867961574592512,152.55237727489916,538,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM1N,072524,0.7943874988387858,1.3617796417856507,1.5324634855387063,142.41154850355022,404,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P100
SM3FR,072524,0.9999,1.5630594335347714,1.6505114605862328,118.19360997586547,400,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P150
SM1L,072624,0.9005073849138509,1.0258108376863828,2.0444979270636274,131.29870767699688,450,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2N,072624,0.7937897933751724,0.9988234321333249,1.1311762930311058,207.43190492791518,434,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2R,072624,0.9946585188943106,2.3275069469465093,0.9100446811792415,169.9337116122045,480,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1N,072924,0.4865315835362327,1.1206331008727994,1.4194836246897562,188.77261332906116,435,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1L,073024,0.9335318393004209,2.823025811307797,1.231442342365134,167.08341617924913,674,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2N,073024,0.8274846271271703,1.3291972369038199,1.376672287316651,253.84315980764651,650,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2R,073024,0.9178815678447753,2.7788787099085326,0.5444127139498428,232.02001149477817,678,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1N,073124,0.7865924760733655,2.342051285511991,1.2427994879425075,193.56167676414566,622,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1L,080124,0.6926523134624024,2.2354612911310587,1.077310606398843,208.44874006504733,597,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2N,080124,0.9981147336016035,1.9810869581749002,1.1709544010540336,177.0068513471504,547,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1N,080224,0.581307822437023,2.084943693738368,1.6894195716103138,174.42346747487045,580,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1L,080524,0.8749575183379857,1.618048816515881,1.3230337566869854,222.35247521103568,629,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2N,080524,0.9999,1.4537122941963512,1.210900210098513,229.50997111308132,614,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM2R,080524,0.7603613275932212,1.993763383663035,1.4226162804765925,163.6643546148953,545,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1N,080624,0.7833794029090433,2.6255793666936884,0.8029530784436119,219.3641695974521,628,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P110
SM1L,080724,0.8351173560002473,2.808692733432804,0.8856166296586777,204.79100260694696,644,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2N,080724,0.8091925710201224,1.8433053742194172,1.3097099920976274,209.6859975397048,635,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2R,080724,0.8639370153102045,2.8902346757877604,0.6099013684695757,185.48000088202434,545,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1N,080824,0.9131071512156895,1.741045567789147,1.415473861295463,194.1567384664545,618,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1L,080924,0.8657698624996633,4.306582510476149,0.5319579758694657,183.21300728652963,671,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2N,080924,0.9148088152546194,1.770172989979485,1.1879742045796693,212.72506354658657,584,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2R,080924,0.9999,3.282085240009122,0.26092179099709767,178.40839602457203,598,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1N,081224,0.5352236358453129,1.4669268948668739,0.99128182593796,249.02142949848687,518,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2N,081324,0.8503904359265174,0.8051505957755871,0.875417814687459,295.6188994246103,536,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2R,081324,0.9100926166071733,0.705073096354586,0.9202251373112202,285.7731002372043,519,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1N,081424,0.9862437086549598,1.2897988565991452,0.8832132501364504,183.058225018062,403,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1L,081524,0.5245458013870418,2.4125883023541252,1.2806702566948818,212.83243150923974,660,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2N,081524,0.9387886420457602,2.3522901619216308,0.4305818740152963,301.4921141047147,751,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM2R,081524,0.9745321386991909,2.413866164210412,0.5552057856464916,229.05121485836654,597,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P120
SM1N,081624,0.9202006145388495,1.9061644945812868,0.9065372454996625,237.1812286957785,578,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM1L,081924,0.7199098977554029,1.6863541531522483,1.3587646383265595,216.8020975749975,585,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM2N,081924,0.7884066297876282,2.6112011967706787,0.6782182000575514,164.0035766876982,459,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM2R,081924,0.9579304798171235,1.853456871766831,1.154851416489467,154.02969037503055,442,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM1N,082024,0.8271675263614029,2.589296700112698,0.8147703786261848,181.34711961381518,545,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM1L,082124,0.9999,0.15580998324518153,1.6403986988065073,287.5005383098582,651,fast_learner,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM2N,082124,0.5289699929872714,0.6517841780342375,1.3461486659054878,225.3954526328183,461,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM1L,082324,0.8601432010361841,1.4702159600561173,1.388315188283226,236.3473029083567,632,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM2N,082324,0.9094115564180751,0.9946602996671903,1.6471561995382829,220.70372159889652,595,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
SM2R,082324,0.7630544537884368,1.534035377674749,1.1001863443766364,174.85492004646466,414,non_boundary,0.0,"[0.2, 0.2, 0.8]",SM,SM,80/20,,P130
